Geoid,County,Geography,Eligible_Tract,Recommended_Tract_30_20_30,Contiguous_Tract,ACS 2012_2016_Tract,OZ_Possible_Tract
06065040301,Riverside,"Census Tract 403.01, Riverside County",Yes,,,,Yes
06065040402,Riverside,"Census Tract 404.02, Riverside County",,,Yes,Yes,Yes
06065040403,Riverside,"Census Tract 404.03, Riverside County",,,Yes,,Yes
06065040404,Riverside,"Census Tract 404.04, Riverside County",,,Yes,,Yes
06065040501,Riverside,"Census Tract 405.01, Riverside County",Yes,,,,Yes
06065040502,Riverside,"Census Tract 405.02, Riverside County",Yes,,,,Yes
06065040503,Riverside,"Census Tract 405.03, Riverside County",Yes,,,,Yes
06065040603,Riverside,"Census Tract 406.03, Riverside County",Yes,,,,Yes
06065040605,Riverside,"Census Tract 406.05, Riverside County",Yes,,,,Yes
06065040606,Riverside,"Census Tract 406.06, Riverside County",Yes,,,,Yes
06065040703,Riverside,"Census Tract 407.03, Riverside County",,,Yes,,Yes
06065040808,Riverside,"Census Tract 408.08, Riverside County",,,,Yes,Yes
06065040814,Riverside,"Census Tract 408.14, Riverside County",,,Yes,,Yes
06065040815,Riverside,"Census Tract 408.15, Riverside County",,,Yes,,Yes
06065040816,Riverside,"Census Tract 408.16, Riverside County",,,Yes,,Yes
06065040901,Riverside,"Census Tract 409.01, Riverside County",,,Yes,,Yes
06065040902,Riverside,"Census Tract 409.02, Riverside County",Yes,,,,Yes
06065040903,Riverside,"Census Tract 409.03, Riverside County",Yes,,,,Yes
06065040904,Riverside,"Census Tract 409.04, Riverside County",Yes,,,,Yes
06065041001,Riverside,"Census Tract 410.01, Riverside County",Yes,Yes,,,Yes
06065041002,Riverside,"Census Tract 410.02, Riverside County",Yes,,,,Yes
06065041003,Riverside,"Census Tract 410.03, Riverside County",,,Yes,,Yes
06065041004,Riverside,"Census Tract 410.04, Riverside County",Yes,,,,Yes
06065041101,Riverside,"Census Tract 411.01, Riverside County",Yes,Yes,,,Yes
06065041102,Riverside,"Census Tract 411.02, Riverside County",Yes,,,,Yes
06065041201,Riverside,"Census Tract 412.01, Riverside County",Yes,,,,Yes
06065041202,Riverside,"Census Tract 412.02, Riverside County",Yes,,,,Yes
06065041203,Riverside,"Census Tract 412.03, Riverside County",Yes,,,,Yes
06065041301,Riverside,"Census Tract 413.01, Riverside County",,,Yes,,Yes
06065041302,Riverside,"Census Tract 413.02, Riverside County",Yes,,,,Yes
06065041405,Riverside,"Census Tract 414.05, Riverside County",,,Yes,Yes,Yes
06065041406,Riverside,"Census Tract 414.06, Riverside County",Yes,,,,Yes
06065041407,Riverside,"Census Tract 414.07, Riverside County",Yes,,,,Yes
06065041408,Riverside,"Census Tract 414.08, Riverside County",Yes,,,,Yes
06065041410,Riverside,"Census Tract 414.10, Riverside County",Yes,Yes,,,Yes
06065041411,Riverside,"Census Tract 414.11, Riverside County",Yes,,,,Yes
06065041412,Riverside,"Census Tract 414.12, Riverside County",Yes,,,,Yes
06065041500,Riverside,"Census Tract 415, Riverside County",Yes,,,,Yes
06065041600,Riverside,"Census Tract 416, Riverside County",Yes,,,,Yes
06065041703,Riverside,"Census Tract 417.03, Riverside County",Yes,Yes,,,Yes
06065041704,Riverside,"Census Tract 417.04, Riverside County",Yes,,,,Yes
06065041809,Riverside,"Census Tract 418.09, Riverside County",Yes,,,,Yes
06065041813,Riverside,"Census Tract 418.13, Riverside County",Yes,,,,Yes
06065041909,Riverside,"Census Tract 419.09, Riverside County",,,Yes,,Yes
06065042009,Riverside,"Census Tract 420.09, Riverside County",Yes,,,,Yes
06065042010,Riverside,"Census Tract 420.10, Riverside County",Yes,Yes,,,Yes
06065042012,Riverside,"Census Tract 420.12, Riverside County",Yes,,,,Yes
06065042206,Riverside,"Census Tract 422.06, Riverside County",Yes,,,,Yes
06065042209,Riverside,"Census Tract 422.09, Riverside County",Yes,Yes,,,Yes
06065042210,Riverside,"Census Tract 422.10, Riverside County",Yes,Yes,,,Yes
06065042212,Riverside,"Census Tract 422.12, Riverside County",,,Yes,,Yes
06065042213,Riverside,"Census Tract 422.13, Riverside County",Yes,,,,Yes
06065042214,Riverside,"Census Tract 422.14, Riverside County",,,Yes,,Yes
06065042300,Riverside,"Census Tract 423, Riverside County",Yes,,,,Yes
06065042401,Riverside,"Census Tract 424.01, Riverside County",,,Yes,,Yes
06065042402,Riverside,"Census Tract 424.02, Riverside County",Yes,,,,Yes
06065042404,Riverside,"Census Tract 424.04, Riverside County",Yes,Yes,,,Yes
06065042405,Riverside,"Census Tract 424.05, Riverside County",Yes,Yes,,,Yes
06065042406,Riverside,"Census Tract 424.06, Riverside County",Yes,,,,Yes
06065042407,Riverside,"Census Tract 424.07, Riverside County",,,Yes,,Yes
06065042409,Riverside,"Census Tract 424.09, Riverside County",Yes,,,,Yes
06065042505,Riverside,"Census Tract 425.05, Riverside County",Yes,Yes,,,Yes
06065042506,Riverside,"Census Tract 425.06, Riverside County",Yes,,,,Yes
06065042507,Riverside,"Census Tract 425.07, Riverside County",,,Yes,,Yes
06065042508,Riverside,"Census Tract 425.08, Riverside County",Yes,,,,Yes
06065042509,Riverside,"Census Tract 425.09, Riverside County",Yes,,,,Yes
06065042510,Riverside,"Census Tract 425.10, Riverside County",Yes,,,,Yes
06065042511,Riverside,"Census Tract 425.11, Riverside County",Yes,,,,Yes
06065042512,Riverside,"Census Tract 425.12, Riverside County",Yes,,,,Yes
06065042513,Riverside,"Census Tract 425.13, Riverside County",Yes,,,,Yes
06065042514,Riverside,"Census Tract 425.14, Riverside County",Yes,Yes,,,Yes
06065042515,Riverside,"Census Tract 425.15, Riverside County",Yes,Yes,,,Yes
06065042516,Riverside,"Census Tract 425.16, Riverside County",Yes,,,,Yes
06065042517,Riverside,"Census Tract 425.17, Riverside County",Yes,,,,Yes
06065042518,Riverside,"Census Tract 425.18, Riverside County",Yes,,,,Yes
06065042519,Riverside,"Census Tract 425.19, Riverside County",Yes,,,,Yes
06065042520,Riverside,"Census Tract 425.20, Riverside County",Yes,Yes,,,Yes
06065042521,Riverside,"Census Tract 425.21, Riverside County",Yes,,,,Yes
06065042617,Riverside,"Census Tract 426.17, Riverside County",Yes,,,,Yes
06065042618,Riverside,"Census Tract 426.18, Riverside County",Yes,,,,Yes
06065042619,Riverside,"Census Tract 426.19, Riverside County",,,Yes,,Yes
06065042620,Riverside,"Census Tract 426.20, Riverside County",Yes,,,,Yes
06065042621,Riverside,"Census Tract 426.21, Riverside County",,,Yes,,Yes
06065042622,Riverside,"Census Tract 426.22, Riverside County",,,Yes,,Yes
06065042706,Riverside,"Census Tract 427.06, Riverside County",Yes,,,,Yes
06065042709,Riverside,"Census Tract 427.09, Riverside County",Yes,,,,Yes
06065042711,Riverside,"Census Tract 427.11, Riverside County",Yes,,,,Yes
06065042717,Riverside,"Census Tract 427.17, Riverside County",Yes,,,,Yes
06065042719,Riverside,"Census Tract 427.19, Riverside County",Yes,,,,Yes
06065042720,Riverside,"Census Tract 427.20, Riverside County",Yes,,,,Yes
06065042723,Riverside,"Census Tract 427.23, Riverside County",Yes,Yes,,,Yes
06065042728,Riverside,"Census Tract 427.28, Riverside County",Yes,,,,Yes
06065042730,Riverside,"Census Tract 427.30, Riverside County",Yes,,,,Yes
06065042731,Riverside,"Census Tract 427.31, Riverside County",,,Yes,,Yes
06065042732,Riverside,"Census Tract 427.32, Riverside County",,,Yes,,Yes
06065042740,Riverside,"Census Tract 427.40, Riverside County",Yes,,,,Yes
06065042741,Riverside,"Census Tract 427.41, Riverside County",Yes,,,,Yes
06065042744,Riverside,"Census Tract 427.44, Riverside County",,,,Yes,Yes
06065042800,Riverside,"Census Tract 428, Riverside County",Yes,Yes,,,Yes
06065042901,Riverside,"Census Tract 429.01, Riverside County",Yes,,,,Yes
06065042902,Riverside,"Census Tract 429.02, Riverside County",Yes,,,,Yes
06065042903,Riverside,"Census Tract 429.03, Riverside County",Yes,Yes,,,Yes
06065042904,Riverside,"Census Tract 429.04, Riverside County",Yes,Yes,,,Yes
06065043001,Riverside,"Census Tract 430.01, Riverside County",Yes,,,,Yes
06065043003,Riverside,"Census Tract 430.03, Riverside County",Yes,,,,Yes
06065043005,Riverside,"Census Tract 430.05, Riverside County",Yes,,,,Yes
06065043006,Riverside,"Census Tract 430.06, Riverside County",Yes,,,,Yes
06065043007,Riverside,"Census Tract 430.07, Riverside County",,,Yes,,Yes
06065043008,Riverside,"Census Tract 430.08, Riverside County",Yes,,,,Yes
06065043009,Riverside,"Census Tract 430.09, Riverside County",,,Yes,,Yes
06065043010,Riverside,"Census Tract 430.10, Riverside County",,,Yes,,Yes
06065043216,Riverside,"Census Tract 432.16, Riverside County",Yes,,,,Yes
06065043220,Riverside,"Census Tract 432.20, Riverside County",Yes,,,,Yes
06065043239,Riverside,"Census Tract 432.39, Riverside County",,,Yes,,Yes
06065043266,Riverside,"Census Tract 432.66, Riverside County",Yes,,,,Yes
06065043270,Riverside,"Census Tract 432.70, Riverside County",,,Yes,,Yes
06065043271,Riverside,"Census Tract 432.71, Riverside County",,,Yes,,Yes
06065043274,Riverside,"Census Tract 432.74, Riverside County",,,Yes,,Yes
06065043279,Riverside,"Census Tract 432.79, Riverside County",,,Yes,,Yes
06065043304,Riverside,"Census Tract 433.04, Riverside County",,,Yes,,Yes
06065043306,Riverside,"Census Tract 433.06, Riverside County",Yes,,,,Yes
06065043307,Riverside,"Census Tract 433.07, Riverside County",Yes,Yes,,,Yes
06065043308,Riverside,"Census Tract 433.08, Riverside County",Yes,,,,Yes
06065043309,Riverside,"Census Tract 433.09, Riverside County",Yes,,,,Yes
06065043310,Riverside,"Census Tract 433.10, Riverside County",Yes,Yes,,,Yes
06065043311,Riverside,"Census Tract 433.11, Riverside County",Yes,,,,Yes
06065043312,Riverside,"Census Tract 433.12, Riverside County",Yes,,,,Yes
06065043313,Riverside,"Census Tract 433.13, Riverside County",Yes,,,,Yes
06065043314,Riverside,"Census Tract 433.14, Riverside County",Yes,,,,Yes
06065043315,Riverside,"Census Tract 433.15, Riverside County",,,Yes,,Yes
06065043316,Riverside,"Census Tract 433.16, Riverside County",Yes,,,,Yes
06065043317,Riverside,"Census Tract 433.17, Riverside County",Yes,,,,Yes
06065043401,Riverside,"Census Tract 434.01, Riverside County",Yes,Yes,,,Yes
06065043403,Riverside,"Census Tract 434.03, Riverside County",Yes,Yes,,,Yes
06065043404,Riverside,"Census Tract 434.04, Riverside County",Yes,,,,Yes
06065043405,Riverside,"Census Tract 434.05, Riverside County",Yes,Yes,,,Yes
06065043503,Riverside,"Census Tract 435.03, Riverside County",Yes,,,,Yes
06065043504,Riverside,"Census Tract 435.04, Riverside County",,,Yes,Yes,Yes
06065043505,Riverside,"Census Tract 435.05, Riverside County",Yes,,,,Yes
06065043506,Riverside,"Census Tract 435.06, Riverside County",Yes,,,,Yes
06065043507,Riverside,"Census Tract 435.07, Riverside County",Yes,,,,Yes
06065043508,Riverside,"Census Tract 435.08, Riverside County",Yes,,,,Yes
06065043509,Riverside,"Census Tract 435.09, Riverside County",Yes,,,,Yes
06065043512,Riverside,"Census Tract 435.12, Riverside County",,,Yes,,Yes
06065043513,Riverside,"Census Tract 435.13, Riverside County",Yes,,,,Yes
06065043601,Riverside,"Census Tract 436.01, Riverside County",Yes,Yes,,,Yes
06065043602,Riverside,"Census Tract 436.02, Riverside County",Yes,Yes,,,Yes
06065043701,Riverside,"Census Tract 437.01, Riverside County",Yes,,,,Yes
06065043702,Riverside,"Census Tract 437.02, Riverside County",Yes,,,,Yes
06065043703,Riverside,"Census Tract 437.03, Riverside County",Yes,,,,Yes
06065043807,Riverside,"Census Tract 438.07, Riverside County",,,Yes,Yes,Yes
06065043809,Riverside,"Census Tract 438.09, Riverside County",,,Yes,,Yes
06065043812,Riverside,"Census Tract 438.12, Riverside County",Yes,,,,Yes
06065043813,Riverside,"Census Tract 438.13, Riverside County",Yes,,,,Yes
06065043814,Riverside,"Census Tract 438.14, Riverside County",Yes,,,,Yes
06065043821,Riverside,"Census Tract 438.21, Riverside County",,,Yes,,Yes
06065043900,Riverside,"Census Tract 439, Riverside County",Yes,,,,Yes
06065044000,Riverside,"Census Tract 440, Riverside County",Yes,,,,Yes
06065044101,Riverside,"Census Tract 441.01, Riverside County",Yes,Yes,,,Yes
06065044102,Riverside,"Census Tract 441.02, Riverside County",Yes,,,,Yes
06065044103,Riverside,"Census Tract 441.03, Riverside County",,,Yes,,Yes
06065044104,Riverside,"Census Tract 441.04, Riverside County",Yes,,,,Yes
06065044200,Riverside,"Census Tract 442, Riverside County",Yes,Yes,,,Yes
06065044300,Riverside,"Census Tract 443, Riverside County",Yes,,,,Yes
06065044402,Riverside,"Census Tract 444.02, Riverside County",,,Yes,,Yes
06065044403,Riverside,"Census Tract 444.03, Riverside County",Yes,,,,Yes
06065044404,Riverside,"Census Tract 444.04, Riverside County",Yes,,,,Yes
06065044405,Riverside,"Census Tract 444.05, Riverside County",,,Yes,,Yes
06065044505,Riverside,"Census Tract 445.05, Riverside County",Yes,,,,Yes
06065044507,Riverside,"Census Tract 445.07, Riverside County",Yes,Yes,,,Yes
06065044509,Riverside,"Census Tract 445.09, Riverside County",Yes,Yes,,,Yes
06065044510,Riverside,"Census Tract 445.10, Riverside County",Yes,Yes,,,Yes
06065044515,Riverside,"Census Tract 445.15, Riverside County",Yes,,,,Yes
06065044516,Riverside,"Census Tract 445.16, Riverside County",Yes,,,,Yes
06065044518,Riverside,"Census Tract 445.18, Riverside County",Yes,,,,Yes
06065044520,Riverside,"Census Tract 445.20, Riverside County",Yes,,,,Yes
06065044521,Riverside,"Census Tract 445.21, Riverside County",Yes,,,,Yes
06065044522,Riverside,"Census Tract 445.22, Riverside County",Yes,,,,Yes
06065044602,Riverside,"Census Tract 446.02, Riverside County",Yes,,,,Yes
06065044604,Riverside,"Census Tract 446.04, Riverside County",,,Yes,,Yes
06065044605,Riverside,"Census Tract 446.05, Riverside County",Yes,,,,Yes
06065044606,Riverside,"Census Tract 446.06, Riverside County",Yes,,,,Yes
06065044701,Riverside,"Census Tract 447.01, Riverside County",Yes,,,,Yes
06065044702,Riverside,"Census Tract 447.02, Riverside County",Yes,Yes,,,Yes
06065044804,Riverside,"Census Tract 448.04, Riverside County",Yes,,,,Yes
06065044805,Riverside,"Census Tract 448.05, Riverside County",Yes,,,,Yes
06065044806,Riverside,"Census Tract 448.06, Riverside County",Yes,,,,Yes
06065044807,Riverside,"Census Tract 448.07, Riverside County",,,Yes,,Yes
06065044904,Riverside,"Census Tract 449.04, Riverside County",,,Yes,,Yes
06065044907,Riverside,"Census Tract 449.07, Riverside County",Yes,,,,Yes
06065044911,Riverside,"Census Tract 449.11, Riverside County",Yes,,,,Yes
06065044915,Riverside,"Census Tract 449.15, Riverside County",Yes,Yes,,,Yes
06065044916,Riverside,"Census Tract 449.16, Riverside County",Yes,,,,Yes
06065044919,Riverside,"Census Tract 449.19, Riverside County",,,Yes,,Yes
06065044922,Riverside,"Census Tract 449.22, Riverside County",,,Yes,,Yes
06065044923,Riverside,"Census Tract 449.23, Riverside County",Yes,,,,Yes
06065044924,Riverside,"Census Tract 449.24, Riverside County",,,Yes,,Yes
06065044926,Riverside,"Census Tract 449.26, Riverside County",Yes,,,,Yes
06065044927,Riverside,"Census Tract 449.27, Riverside County",,,Yes,,Yes
06065044929,Riverside,"Census Tract 449.29, Riverside County",Yes,,,,Yes
06065044930,Riverside,"Census Tract 449.30, Riverside County",,,Yes,Yes,Yes
06065044931,Riverside,"Census Tract 449.31, Riverside County",Yes,,,,Yes
06065045000,Riverside,"Census Tract 450, Riverside County",Yes,Yes,,,Yes
06065045108,Riverside,"Census Tract 451.08, Riverside County",Yes,,,,Yes
06065045110,Riverside,"Census Tract 451.10, Riverside County",,,,Yes,Yes
06065045116,Riverside,"Census Tract 451.16, Riverside County",Yes,,,,Yes
06065045118,Riverside,"Census Tract 451.18, Riverside County",Yes,,,,Yes
06065045120,Riverside,"Census Tract 451.20, Riverside County",,,,Yes,Yes
06065045207,Riverside,"Census Tract 452.07, Riverside County",Yes,,,,Yes
06065045209,Riverside,"Census Tract 452.09, Riverside County",Yes,,,,Yes
06065045212,Riverside,"Census Tract 452.12, Riverside County",Yes,,,,Yes
06065045213,Riverside,"Census Tract 452.13, Riverside County",,,Yes,,Yes
06065045217,Riverside,"Census Tract 452.17, Riverside County",Yes,,,,Yes
06065045233,Riverside,"Census Tract 452.33, Riverside County",,,Yes,,Yes
06065045302,Riverside,"Census Tract 453.02, Riverside County",Yes,,,,Yes
06065045303,Riverside,"Census Tract 453.03, Riverside County",Yes,Yes,,,Yes
06065045501,Riverside,"Census Tract 455.01, Riverside County",Yes,,,,Yes
06065045502,Riverside,"Census Tract 455.02, Riverside County",Yes,Yes,,,Yes
06065045604,Riverside,"Census Tract 456.04, Riverside County",Yes,Yes,,,Yes
06065045605,Riverside,"Census Tract 456.05, Riverside County",Yes,Yes,,,Yes
06065045606,Riverside,"Census Tract 456.06, Riverside County",,,Yes,,Yes
06065045609,Riverside,"Census Tract 456.09, Riverside County",Yes,Yes,,,Yes
06065045703,Riverside,"Census Tract 457.03, Riverside County",Yes,Yes,,,Yes
06065045704,Riverside,"Census Tract 457.04, Riverside County",Yes,,,,Yes
06065045705,Riverside,"Census Tract 457.05, Riverside County",Yes,Yes,,,Yes
06065045706,Riverside,"Census Tract 457.06, Riverside County",Yes,Yes,,,Yes
06065045707,Riverside,"Census Tract 457.07, Riverside County",Yes,,,,Yes
06065045900,Riverside,"Census Tract 459, Riverside County",Yes,,,,Yes
06065046101,Riverside,"Census Tract 461.01, Riverside County",Yes,,,,Yes
06065046102,Riverside,"Census Tract 461.02, Riverside County",Yes,Yes,,,Yes
06065046200,Riverside,"Census Tract 462, Riverside County",Yes,Yes,,,Yes
06065046401,Riverside,"Census Tract 464.01, Riverside County",,,Yes,,Yes
06065046402,Riverside,"Census Tract 464.02, Riverside County",Yes,,,,Yes
06065046403,Riverside,"Census Tract 464.03, Riverside County",,,Yes,,Yes
06065046404,Riverside,"Census Tract 464.04, Riverside County",Yes,,,,Yes
06065046405,Riverside,"Census Tract 464.05, Riverside County",Yes,,,,Yes
06065046500,Riverside,"Census Tract 465, Riverside County",Yes,Yes,,,Yes
06065046700,Riverside,"Census Tract 467, Riverside County",Yes,,,,Yes
06065046800,Riverside,"Census Tract 468, Riverside County",,,Yes,Yes,Yes
06065046900,Riverside,"Census Tract 469, Riverside County",Yes,,,,Yes
06065047000,Riverside,"Census Tract 470, Riverside County",Yes,,,,Yes
06065047201,Riverside,"Census Tract 472.01, Riverside County",Yes,,,,Yes
06065047202,Riverside,"Census Tract 472.02, Riverside County",Yes,,,,Yes
06065048300,Riverside,"Census Tract 483, Riverside County",Yes,,,,Yes
06065048800,Riverside,"Census Tract 488, Riverside County",Yes,,,,Yes
06065048901,Riverside,"Census Tract 489.01, Riverside County",Yes,,,,Yes
06065048902,Riverside,"Census Tract 489.02, Riverside County",Yes,,,,Yes
06065049400,Riverside,"Census Tract 494, Riverside County",Yes,,,,Yes
06065049500,Riverside,"Census Tract 495, Riverside County",Yes,,,,Yes
06065049800,Riverside,"Census Tract 498, Riverside County",Yes,,,,Yes
06065050900,Riverside,"Census Tract 509, Riverside County",,,Yes,,Yes
06065051100,Riverside,"Census Tract 511, Riverside County",Yes,,,,Yes
06065051200,Riverside,"Census Tract 512, Riverside County",,,Yes,,Yes
06065051300,Riverside,"Census Tract 513, Riverside County",,,Yes,Yes,Yes
06065940100,Riverside,"Census Tract 9401, Riverside County",Yes,,,,Yes
06065940400,Riverside,"Census Tract 9404, Riverside County",Yes,,,,Yes
06065940700,Riverside,"Census Tract 9407, Riverside County",,,Yes,,Yes
06065940800,Riverside,"Census Tract 9408, Riverside County",,,Yes,,Yes
