Geoid,County,Geography,Eligible_Tract,Recommended_Tract_30_20_30,Contiguous_Tract,ACS 2012_2016_Tract,OZ_Possible_Tract
06045010900,Mendocino,"Census Tract 109, Mendocino County",Yes,,,,Yes
06045011001,Mendocino,"Census Tract 110.01, Mendocino County",,,,Yes,Yes
06045011102,Mendocino,"Census Tract 111.02, Mendocino County",,,,Yes,Yes
06045011200,Mendocino,"Census Tract 112, Mendocino County",Yes,,,,Yes
06045011300,Mendocino,"Census Tract 113, Mendocino County",Yes,Yes,,,Yes
06045011500,Mendocino,"Census Tract 115, Mendocino County",Yes,Yes,,,Yes
06045011600,Mendocino,"Census Tract 116, Mendocino County",Yes,,,,Yes
06047000201,Merced,"Census Tract 2.01, Merced County",Yes,,,,Yes
06047000202,Merced,"Census Tract 2.02, Merced County",Yes,,,,Yes
06047000203,Merced,"Census Tract 2.03, Merced County",Yes,,,,Yes
06047000301,Merced,"Census Tract 3.01, Merced County",Yes,,,,Yes
06047000303,Merced,"Census Tract 3.03, Merced County",Yes,,,,Yes
06047000304,Merced,"Census Tract 3.04, Merced County",Yes,,,,Yes
06047000401,Merced,"Census Tract 4.01, Merced County",Yes,,,,Yes
06047000402,Merced,"Census Tract 4.02, Merced County",,,Yes,Yes,Yes
06047000503,Merced,"Census Tract 5.03, Merced County",Yes,,,,Yes
06047000504,Merced,"Census Tract 5.04, Merced County",Yes,,,,Yes
06047000505,Merced,"Census Tract 5.05, Merced County",Yes,,,,Yes
06047000601,Merced,"Census Tract 6.01, Merced County",Yes,,,,Yes
06047000602,Merced,"Census Tract 6.02, Merced County",Yes,Yes,,,Yes
06047000603,Merced,"Census Tract 6.03, Merced County",Yes,Yes,,,Yes
06047000701,Merced,"Census Tract 7.01, Merced County",Yes,,,,Yes
06047000801,Merced,"Census Tract 8.01, Merced County",Yes,,,,Yes
06047000802,Merced,"Census Tract 8.02, Merced County",,,Yes,,Yes
06047000901,Merced,"Census Tract 9.01, Merced County",Yes,,,,Yes
06047000902,Merced,"Census Tract 9.02, Merced County",Yes,,,,Yes
06047001002,Merced,"Census Tract 10.02, Merced County",Yes,,,,Yes
06047001003,Merced,"Census Tract 10.03, Merced County",Yes,,,,Yes
06047001004,Merced,"Census Tract 10.04, Merced County",Yes,,,,Yes
06047001005,Merced,"Census Tract 10.05, Merced County",Yes,,,,Yes
06047001101,Merced,"Census Tract 11.01, Merced County",Yes,,,,Yes
06047001200,Merced,"Census Tract 12, Merced County",,,Yes,,Yes
06047001301,Merced,"Census Tract 13.01, Merced County",Yes,,,,Yes
06047001302,Merced,"Census Tract 13.02, Merced County",Yes,Yes,,,Yes
06047001401,Merced,"Census Tract 14.01, Merced County",Yes,Yes,,,Yes
06047001402,Merced,"Census Tract 14.02, Merced County",Yes,,,,Yes
06047001501,Merced,"Census Tract 15.01, Merced County",Yes,Yes,,,Yes
06047001502,Merced,"Census Tract 15.02, Merced County",Yes,Yes,,,Yes
06047001503,Merced,"Census Tract 15.03, Merced County",Yes,Yes,,,Yes
06047001601,Merced,"Census Tract 16.01, Merced County",Yes,Yes,,,Yes
06047001602,Merced,"Census Tract 16.02, Merced County",Yes,Yes,,,Yes
06047001700,Merced,"Census Tract 17, Merced County",Yes,Yes,,,Yes
06047001801,Merced,"Census Tract 18.01, Merced County",,,Yes,,Yes
06047001901,Merced,"Census Tract 19.01, Merced County",Yes,,,,Yes
06047001902,Merced,"Census Tract 19.02, Merced County",Yes,,,,Yes
06047002000,Merced,"Census Tract 20, Merced County",Yes,,,,Yes
06047002100,Merced,"Census Tract 21, Merced County",Yes,,,,Yes
06047002201,Merced,"Census Tract 22.01, Merced County",Yes,Yes,,,Yes
06047002202,Merced,"Census Tract 22.02, Merced County",Yes,,,,Yes
06047002302,Merced,"Census Tract 23.02, Merced County",Yes,,,,Yes
06047002401,Merced,"Census Tract 24.01, Merced County",Yes,,,,Yes
06047002402,Merced,"Census Tract 24.02, Merced County",Yes,,,,Yes
06047002500,Merced,"Census Tract 25, Merced County",,,Yes,,Yes
06047002600,Merced,"Census Tract 26, Merced County",,,Yes,,Yes
06049000100,Modoc,"Census Tract 1, Modoc County",Yes,Yes,,,Yes
06049000200,Modoc,"Census Tract 2, Modoc County",Yes,,,,Yes
06049000300,Modoc,"Census Tract 3, Modoc County",Yes,Yes,,,Yes
06053000101,Monterey,"Census Tract 1.01, Monterey County",,,Yes,,Yes
06053000103,Monterey,"Census Tract 1.03, Monterey County",Yes,,,,Yes
06053000200,Monterey,"Census Tract 2, Monterey County",,,Yes,Yes,Yes
06053000300,Monterey,"Census Tract 3, Monterey County",,,Yes,Yes,Yes
06053000400,Monterey,"Census Tract 4, Monterey County",Yes,,,,Yes
06053000501,Monterey,"Census Tract 5.01, Monterey County",Yes,Yes,,,Yes
06053000502,Monterey,"Census Tract 5.02, Monterey County",Yes,,,,Yes
06053000600,Monterey,"Census Tract 6, Monterey County",Yes,,,,Yes
06053000701,Monterey,"Census Tract 7.01, Monterey County",Yes,Yes,,,Yes
06053000702,Monterey,"Census Tract 7.02, Monterey County",Yes,,,,Yes
06053000800,Monterey,"Census Tract 8, Monterey County",Yes,,,,Yes
06053000900,Monterey,"Census Tract 9, Monterey County",Yes,Yes,,,Yes
06053001300,Monterey,"Census Tract 13, Monterey County",Yes,Yes,,,Yes
06053001700,Monterey,"Census Tract 17, Monterey County",Yes,,,,Yes
06053001801,Monterey,"Census Tract 18.01, Monterey County",Yes,,,,Yes
06053001802,Monterey,"Census Tract 18.02, Monterey County",Yes,,,,Yes
06053010101,Monterey,"Census Tract 101.01, Monterey County",Yes,,,,Yes
06053010202,Monterey,"Census Tract 102.02, Monterey County",,,Yes,,Yes
06053010306,Monterey,"Census Tract 103.06, Monterey County",,,Yes,,Yes
06053010400,Monterey,"Census Tract 104, Monterey County",Yes,,,,Yes
06053010501,Monterey,"Census Tract 105.01, Monterey County",,,Yes,Yes,Yes
06053010504,Monterey,"Census Tract 105.04, Monterey County",Yes,,,,Yes
06053010505,Monterey,"Census Tract 105.05, Monterey County",Yes,,,,Yes
06053010506,Monterey,"Census Tract 105.06, Monterey County",Yes,,,,Yes
06053010605,Monterey,"Census Tract 106.05, Monterey County",Yes,,,,Yes
06053010606,Monterey,"Census Tract 106.06, Monterey County",,,Yes,,Yes
06053010607,Monterey,"Census Tract 106.07, Monterey County",Yes,,,,Yes
06053010608,Monterey,"Census Tract 106.08, Monterey County",Yes,,,,Yes
06053010804,Monterey,"Census Tract 108.04, Monterey County",Yes,,,,Yes
06053011101,Monterey,"Census Tract 111.01, Monterey County",Yes,,,,Yes
06053011102,Monterey,"Census Tract 111.02, Monterey County",Yes,,,,Yes
06053011202,Monterey,"Census Tract 112.02, Monterey County",Yes,,,,Yes
06053011203,Monterey,"Census Tract 112.03, Monterey County",Yes,,,,Yes
06053011204,Monterey,"Census Tract 112.04, Monterey County",Yes,,,,Yes
06053011302,Monterey,"Census Tract 113.02, Monterey County",Yes,Yes,,,Yes
06053011303,Monterey,"Census Tract 113.03, Monterey County",Yes,,,,Yes
06053011304,Monterey,"Census Tract 113.04, Monterey County",Yes,,,,Yes
06053011400,Monterey,"Census Tract 114, Monterey County",Yes,,,,Yes
06053013500,Monterey,"Census Tract 135, Monterey County",Yes,Yes,,,Yes
06053013600,Monterey,"Census Tract 136, Monterey County",Yes,,,,Yes
06053013700,Monterey,"Census Tract 137, Monterey County",Yes,Yes,,,Yes
06053013900,Monterey,"Census Tract 139, Monterey County",Yes,,,,Yes
06053014000,Monterey,"Census Tract 140, Monterey County",Yes,,,,Yes
06053014102,Monterey,"Census Tract 141.02, Monterey County",Yes,Yes,,,Yes
06053014105,Monterey,"Census Tract 141.05, Monterey County",Yes,,,,Yes
06053014107,Monterey,"Census Tract 141.07, Monterey County",Yes,,,,Yes
06053014201,Monterey,"Census Tract 142.01, Monterey County",,,Yes,,Yes
06053014202,Monterey,"Census Tract 142.02, Monterey County",Yes,,,,Yes
06053014302,Monterey,"Census Tract 143.02, Monterey County",,,Yes,,Yes
06053014500,Monterey,"Census Tract 145, Monterey County",Yes,,,,Yes
06053014800,Monterey,"Census Tract 148, Monterey County",,,Yes,,Yes
06053980000,Monterey,"Census Tract 9800, Monterey County",Yes,Yes,,,Yes
06055200201,Napa,"Census Tract 2002.01, Napa County",Yes,,,,Yes
06055200202,Napa,"Census Tract 2002.02, Napa County",Yes,,,,Yes
06055200203,Napa,"Census Tract 2002.03, Napa County",,,Yes,Yes,Yes
06055200301,Napa,"Census Tract 2003.01, Napa County",Yes,,,,Yes
06055200501,Napa,"Census Tract 2005.01, Napa County",Yes,,,,Yes
06055200503,Napa,"Census Tract 2005.03, Napa County",Yes,,,,Yes
06055200504,Napa,"Census Tract 2005.04, Napa County",,,Yes,,Yes
06055200505,Napa,"Census Tract 2005.05, Napa County",Yes,,,,Yes
06055200704,Napa,"Census Tract 2007.04, Napa County",,,Yes,,Yes
06055200705,Napa,"Census Tract 2007.05, Napa County",Yes,Yes,,,Yes
06055200802,Napa,"Census Tract 2008.02, Napa County",,,Yes,,Yes
06055200803,Napa,"Census Tract 2008.03, Napa County",,,Yes,,Yes
06055200804,Napa,"Census Tract 2008.04, Napa County",Yes,,,,Yes
06055200900,Napa,"Census Tract 2009, Napa County",Yes,Yes,,,Yes
06055201200,Napa,"Census Tract 2012, Napa County",,,Yes,,Yes
06055201601,Napa,"Census Tract 2016.01, Napa County",Yes,,,,Yes
06057000104,Nevada,"Census Tract 1.04, Nevada County",,,Yes,Yes,Yes
06057000200,Nevada,"Census Tract 2, Nevada County",,,Yes,,Yes
06057000501,Nevada,"Census Tract 5.01, Nevada County",Yes,,,,Yes
06057000502,Nevada,"Census Tract 5.02, Nevada County",Yes,,,,Yes
06057000600,Nevada,"Census Tract 6, Nevada County",Yes,Yes,,,Yes
06057000802,Nevada,"Census Tract 8.02, Nevada County",,,Yes,,Yes
06057000900,Nevada,"Census Tract 9, Nevada County",Yes,Yes,,,Yes
06059001103,Orange,"Census Tract 11.03, Orange County",Yes,,,,Yes
06059001201,Orange,"Census Tract 12.01, Orange County",Yes,,,,Yes
06059001202,Orange,"Census Tract 12.02, Orange County",,,Yes,,Yes
06059001304,Orange,"Census Tract 13.04, Orange County",,,Yes,,Yes
06059001401,Orange,"Census Tract 14.01, Orange County",,,Yes,,Yes
06059001801,Orange,"Census Tract 18.01, Orange County",Yes,Yes,,,Yes
06059001802,Orange,"Census Tract 18.02, Orange County",Yes,Yes,,,Yes
06059001903,Orange,"Census Tract 19.03, Orange County",,,Yes,,Yes
06059011000,Orange,"Census Tract 110, Orange County",,,Yes,,Yes
06059011101,Orange,"Census Tract 111.01, Orange County",Yes,,,,Yes
06059011102,Orange,"Census Tract 111.02, Orange County",,,Yes,,Yes
06059011403,Orange,"Census Tract 114.03, Orange County",Yes,,,,Yes
06059011502,Orange,"Census Tract 115.02, Orange County",,,Yes,,Yes
06059011504,Orange,"Census Tract 115.04, Orange County",Yes,Yes,,,Yes
06059011601,Orange,"Census Tract 116.01, Orange County",Yes,Yes,,,Yes
06059011602,Orange,"Census Tract 116.02, Orange County",Yes,,,,Yes
06059011708,Orange,"Census Tract 117.08, Orange County",Yes,,,,Yes
06059011711,Orange,"Census Tract 117.11, Orange County",Yes,,,,Yes
06059011720,Orange,"Census Tract 117.20, Orange County",Yes,Yes,,,Yes
06059011721,Orange,"Census Tract 117.21, Orange County",Yes,,,,Yes
06059021813,Orange,"Census Tract 218.13, Orange County",Yes,,,,Yes
06059032014,Orange,"Census Tract 320.14, Orange County",,,,Yes,Yes
06059042107,Orange,"Census Tract 421.07, Orange County",Yes,Yes,,,Yes
06059042312,Orange,"Census Tract 423.12, Orange County",Yes,,,,Yes
06059062610,Orange,"Census Tract 626.10, Orange County",,,Yes,,Yes
06059062611,Orange,"Census Tract 626.11, Orange County",Yes,Yes,,,Yes
06059062614,Orange,"Census Tract 626.14, Orange County",Yes,Yes,,,Yes
06059062622,Orange,"Census Tract 626.22, Orange County",,,Yes,Yes,Yes
06059062625,Orange,"Census Tract 626.25, Orange County",,,,Yes,Yes
06059062626,Orange,"Census Tract 626.26, Orange County",Yes,Yes,,,Yes
06059062627,Orange,"Census Tract 626.27, Orange County",Yes,Yes,,,Yes
06059062628,Orange,"Census Tract 626.28, Orange County",,,Yes,,Yes
06059062646,Orange,"Census Tract 626.46, Orange County",Yes,,,,Yes
06059062647,Orange,"Census Tract 626.47, Orange County",,,Yes,,Yes
06059062648,Orange,"Census Tract 626.48, Orange County",,,Yes,,Yes
06059063604,Orange,"Census Tract 636.04, Orange County",Yes,,,,Yes
06059063605,Orange,"Census Tract 636.05, Orange County",Yes,Yes,,,Yes
06059063701,Orange,"Census Tract 637.01, Orange County",Yes,Yes,,,Yes
06059063702,Orange,"Census Tract 637.02, Orange County",Yes,,,,Yes
06059063808,Orange,"Census Tract 638.08, Orange County",Yes,,,,Yes
06059063906,Orange,"Census Tract 639.06, Orange County",Yes,,,,Yes
06059074003,Orange,"Census Tract 740.03, Orange County",,,Yes,,Yes
06059074006,Orange,"Census Tract 740.06, Orange County",Yes,,,,Yes
06059074102,Orange,"Census Tract 741.02, Orange County",,,Yes,,Yes
06059074108,Orange,"Census Tract 741.08, Orange County",,,Yes,,Yes
06059074200,Orange,"Census Tract 742, Orange County",,,Yes,,Yes
06059074300,Orange,"Census Tract 743, Orange County",Yes,,,,Yes
06059074403,Orange,"Census Tract 744.03, Orange County",Yes,Yes,,,Yes
06059074405,Orange,"Census Tract 744.05, Orange County",Yes,Yes,,,Yes
06059074406,Orange,"Census Tract 744.06, Orange County",Yes,,,,Yes
06059074407,Orange,"Census Tract 744.07, Orange County",Yes,Yes,,,Yes
06059074408,Orange,"Census Tract 744.08, Orange County",Yes,,,,Yes
06059074501,Orange,"Census Tract 745.01, Orange County",Yes,Yes,,,Yes
06059074502,Orange,"Census Tract 745.02, Orange County",Yes,,,,Yes
06059074601,Orange,"Census Tract 746.01, Orange County",Yes,,,,Yes
06059074602,Orange,"Census Tract 746.02, Orange County",Yes,,,,Yes
06059074701,Orange,"Census Tract 747.01, Orange County",Yes,,,,Yes
06059074702,Orange,"Census Tract 747.02, Orange County",Yes,,,,Yes
06059074801,Orange,"Census Tract 748.01, Orange County",Yes,,,,Yes
06059074802,Orange,"Census Tract 748.02, Orange County",Yes,,,,Yes
06059074803,Orange,"Census Tract 748.03, Orange County",Yes,,,,Yes
06059074805,Orange,"Census Tract 748.05, Orange County",Yes,Yes,,,Yes
06059074806,Orange,"Census Tract 748.06, Orange County",Yes,,,,Yes
06059074901,Orange,"Census Tract 749.01, Orange County",Yes,,,,Yes
06059074902,Orange,"Census Tract 749.02, Orange County",Yes,Yes,,,Yes
06059075002,Orange,"Census Tract 750.02, Orange County",Yes,Yes,,,Yes
06059075003,Orange,"Census Tract 750.03, Orange County",Yes,Yes,,,Yes
06059075004,Orange,"Census Tract 750.04, Orange County",Yes,Yes,,,Yes
06059075100,Orange,"Census Tract 751, Orange County",Yes,,,,Yes
06059075201,Orange,"Census Tract 752.01, Orange County",Yes,,,,Yes
06059075202,Orange,"Census Tract 752.02, Orange County",,,Yes,Yes,Yes
06059075301,Orange,"Census Tract 753.01, Orange County",,,,Yes,Yes
06059075302,Orange,"Census Tract 753.02, Orange County",Yes,,,,Yes
06059075403,Orange,"Census Tract 754.03, Orange County",,,Yes,,Yes
06059075404,Orange,"Census Tract 754.04, Orange County",Yes,,,,Yes
06059075512,Orange,"Census Tract 755.12, Orange County",Yes,,,,Yes
06059075514,Orange,"Census Tract 755.14, Orange County",Yes,,,,Yes
06059075515,Orange,"Census Tract 755.15, Orange County",,,,Yes,Yes
06059075805,Orange,"Census Tract 758.05, Orange County",Yes,,,,Yes
06059075806,Orange,"Census Tract 758.06, Orange County",,,Yes,,Yes
06059075807,Orange,"Census Tract 758.07, Orange County",,,Yes,,Yes
06059075811,Orange,"Census Tract 758.11, Orange County",Yes,,,,Yes
06059075812,Orange,"Census Tract 758.12, Orange County",Yes,,,,Yes
06059075815,Orange,"Census Tract 758.15, Orange County",,,Yes,,Yes
06059075901,Orange,"Census Tract 759.01, Orange County",Yes,,,,Yes
06059075902,Orange,"Census Tract 759.02, Orange County",,,Yes,,Yes
06059076000,Orange,"Census Tract 760, Orange County",,,Yes,,Yes
06059076101,Orange,"Census Tract 761.01, Orange County",,,Yes,,Yes
06059076102,Orange,"Census Tract 761.02, Orange County",Yes,,,,Yes
06059076103,Orange,"Census Tract 761.03, Orange County",Yes,,,,Yes
06059076204,Orange,"Census Tract 762.04, Orange County",Yes,,,,Yes
06059076205,Orange,"Census Tract 762.05, Orange County",,,Yes,,Yes
06059076206,Orange,"Census Tract 762.06, Orange County",,,Yes,,Yes
06059076208,Orange,"Census Tract 762.08, Orange County",,,Yes,,Yes
06059086301,Orange,"Census Tract 863.01, Orange County",,,Yes,,Yes
06059086404,Orange,"Census Tract 864.04, Orange County",,,Yes,,Yes
06059086405,Orange,"Census Tract 864.05, Orange County",Yes,Yes,,,Yes
06059086407,Orange,"Census Tract 864.07, Orange County",,,Yes,Yes,Yes
06059086501,Orange,"Census Tract 865.01, Orange County",Yes,,,,Yes
06059086502,Orange,"Census Tract 865.02, Orange County",Yes,,,,Yes
06059086601,Orange,"Census Tract 866.01, Orange County",Yes,,,,Yes
06059086602,Orange,"Census Tract 866.02, Orange County",Yes,,,,Yes
06059086702,Orange,"Census Tract 867.02, Orange County",Yes,,,,Yes
06059086802,Orange,"Census Tract 868.02, Orange County",Yes,,,,Yes
06059086803,Orange,"Census Tract 868.03, Orange County",,,,Yes,Yes
06059086901,Orange,"Census Tract 869.01, Orange County",Yes,Yes,,,Yes
06059086902,Orange,"Census Tract 869.02, Orange County",,,Yes,,Yes
06059086903,Orange,"Census Tract 869.03, Orange County",,,Yes,Yes,Yes
06059087001,Orange,"Census Tract 870.01, Orange County",Yes,,,,Yes
06059087002,Orange,"Census Tract 870.02, Orange County",,,Yes,Yes,Yes
06059087101,Orange,"Census Tract 871.01, Orange County",,,Yes,Yes,Yes
06059087102,Orange,"Census Tract 871.02, Orange County",Yes,,,,Yes
06059087105,Orange,"Census Tract 871.05, Orange County",,,,Yes,Yes
06059087106,Orange,"Census Tract 871.06, Orange County",,,,Yes,Yes
06059087200,Orange,"Census Tract 872, Orange County",Yes,,,,Yes
06059087300,Orange,"Census Tract 873, Orange County",Yes,,,,Yes
06059087403,Orange,"Census Tract 874.03, Orange County",Yes,Yes,,,Yes
06059087404,Orange,"Census Tract 874.04, Orange County",Yes,,,,Yes
06059087405,Orange,"Census Tract 874.05, Orange County",Yes,Yes,,,Yes
06059087503,Orange,"Census Tract 875.03, Orange County",,,Yes,,Yes
06059087504,Orange,"Census Tract 875.04, Orange County",Yes,Yes,,,Yes
06059087505,Orange,"Census Tract 875.05, Orange County",Yes,,,,Yes
06059087601,Orange,"Census Tract 876.01, Orange County",Yes,,,,Yes
06059087602,Orange,"Census Tract 876.02, Orange County",,,,Yes,Yes
06059087701,Orange,"Census Tract 877.01, Orange County",Yes,,,,Yes
06059087703,Orange,"Census Tract 877.03, Orange County",Yes,,,,Yes
06059087801,Orange,"Census Tract 878.01, Orange County",Yes,,,,Yes
06059087802,Orange,"Census Tract 878.02, Orange County",Yes,,,,Yes
06059087803,Orange,"Census Tract 878.03, Orange County",Yes,Yes,,,Yes
06059087805,Orange,"Census Tract 878.05, Orange County",Yes,,,,Yes
06059087806,Orange,"Census Tract 878.06, Orange County",Yes,,,,Yes
06059087901,Orange,"Census Tract 879.01, Orange County",Yes,,,,Yes
06059087902,Orange,"Census Tract 879.02, Orange County",Yes,,,,Yes
06059088001,Orange,"Census Tract 880.01, Orange County",Yes,,,,Yes
06059088101,Orange,"Census Tract 881.01, Orange County",,,Yes,,Yes
06059088104,Orange,"Census Tract 881.04, Orange County",,,Yes,,Yes
06059088105,Orange,"Census Tract 881.05, Orange County",,,Yes,,Yes
06059088106,Orange,"Census Tract 881.06, Orange County",Yes,,,,Yes
06059088107,Orange,"Census Tract 881.07, Orange County",Yes,,,,Yes
06059088201,Orange,"Census Tract 882.01, Orange County",Yes,Yes,,,Yes
06059088203,Orange,"Census Tract 882.03, Orange County",Yes,,,,Yes
06059088301,Orange,"Census Tract 883.01, Orange County",,,,Yes,Yes
06059088402,Orange,"Census Tract 884.02, Orange County",Yes,,,,Yes
06059088501,Orange,"Census Tract 885.01, Orange County",Yes,,,,Yes
06059088502,Orange,"Census Tract 885.02, Orange County",,,Yes,,Yes
06059088601,Orange,"Census Tract 886.01, Orange County",,,Yes,,Yes
06059088602,Orange,"Census Tract 886.02, Orange County",,,Yes,Yes,Yes
06059088701,Orange,"Census Tract 887.01, Orange County",Yes,,,,Yes
06059088702,Orange,"Census Tract 887.02, Orange County",Yes,,,,Yes
06059088801,Orange,"Census Tract 888.01, Orange County",Yes,,,,Yes
06059088802,Orange,"Census Tract 888.02, Orange County",Yes,,,,Yes
06059088901,Orange,"Census Tract 889.01, Orange County",Yes,,,,Yes
06059088902,Orange,"Census Tract 889.02, Orange County",Yes,,,,Yes
06059088903,Orange,"Census Tract 889.03, Orange County",,,Yes,,Yes
06059088904,Orange,"Census Tract 889.04, Orange County",Yes,,,,Yes
06059088905,Orange,"Census Tract 889.05, Orange County",,,Yes,Yes,Yes
06059089001,Orange,"Census Tract 890.01, Orange County",Yes,,,,Yes
06059089003,Orange,"Census Tract 890.03, Orange County",Yes,,,,Yes
06059089004,Orange,"Census Tract 890.04, Orange County",Yes,,,,Yes
06059089102,Orange,"Census Tract 891.02, Orange County",Yes,,,,Yes
06059089104,Orange,"Census Tract 891.04, Orange County",Yes,Yes,,,Yes
06059089105,Orange,"Census Tract 891.05, Orange County",Yes,,,,Yes
06059089106,Orange,"Census Tract 891.06, Orange County",Yes,,,,Yes
06059099202,Orange,"Census Tract 992.02, Orange County",Yes,,,,Yes
06059099203,Orange,"Census Tract 992.03, Orange County",,,Yes,,Yes
06059099204,Orange,"Census Tract 992.04, Orange County",Yes,,,,Yes
06059099212,Orange,"Census Tract 992.12, Orange County",Yes,,,,Yes
06059099222,Orange,"Census Tract 992.22, Orange County",,,Yes,,Yes
06059099223,Orange,"Census Tract 992.23, Orange County",Yes,,,,Yes
06059099241,Orange,"Census Tract 992.41, Orange County",,,Yes,,Yes
06059099247,Orange,"Census Tract 992.47, Orange County",Yes,,,,Yes
06059099248,Orange,"Census Tract 992.48, Orange County",Yes,,,,Yes
06059099249,Orange,"Census Tract 992.49, Orange County",Yes,Yes,,,Yes
06059099402,Orange,"Census Tract 994.02, Orange County",Yes,Yes,,,Yes
06059099410,Orange,"Census Tract 994.10, Orange County",,,Yes,Yes,Yes
06059099411,Orange,"Census Tract 994.11, Orange County",Yes,,,,Yes
06059099502,Orange,"Census Tract 995.02, Orange County",,,,Yes,Yes
06059099509,Orange,"Census Tract 995.09, Orange County",Yes,,,,Yes
06059099510,Orange,"Census Tract 995.10, Orange County",Yes,,,,Yes
06059099601,Orange,"Census Tract 996.01, Orange County",Yes,,,,Yes
06059099701,Orange,"Census Tract 997.01, Orange County",Yes,,,,Yes
06059099702,Orange,"Census Tract 997.02, Orange County",Yes,,,,Yes
06059099801,Orange,"Census Tract 998.01, Orange County",Yes,,,,Yes
06059099802,Orange,"Census Tract 998.02, Orange County",Yes,,,,Yes
06059099803,Orange,"Census Tract 998.03, Orange County",Yes,,,,Yes
06059099903,Orange,"Census Tract 999.03, Orange County",Yes,,,,Yes
06059099904,Orange,"Census Tract 999.04, Orange County",Yes,,,,Yes
06059110202,Orange,"Census Tract 1102.02, Orange County",,,Yes,,Yes
06059110500,Orange,"Census Tract 1105, Orange County",Yes,,,,Yes
06059110603,Orange,"Census Tract 1106.03, Orange County",Yes,,,,Yes
06059110606,Orange,"Census Tract 1106.06, Orange County",Yes,,,,Yes
06061020107,Placer,"Census Tract 201.07, Placer County",Yes,,,,Yes
06061020401,Placer,"Census Tract 204.01, Placer County",Yes,Yes,,,Yes
06061020712,Placer,"Census Tract 207.12, Placer County",Yes,,,,Yes
06061020713,Placer,"Census Tract 207.13, Placer County",,,Yes,,Yes
06061020901,Placer,"Census Tract 209.01, Placer County",Yes,Yes,,,Yes
06061020908,Placer,"Census Tract 209.08, Placer County",Yes,,,,Yes
06061021103,Placer,"Census Tract 211.03, Placer County",Yes,,,,Yes
06061021108,Placer,"Census Tract 211.08, Placer County",,,Yes,,Yes
06061021129,Placer,"Census Tract 211.29, Placer County",,,Yes,,Yes
06061021403,Placer,"Census Tract 214.03, Placer County",Yes,,,,Yes
06061021603,Placer,"Census Tract 216.03, Placer County",Yes,,,,Yes
06061022013,Placer,"Census Tract 220.13, Placer County",,,Yes,,Yes
06063000100,Plumas,"Census Tract 1, Plumas County",,,Yes,,Yes
06063000201,Plumas,"Census Tract 2.01, Plumas County",,,Yes,,Yes
06063000202,Plumas,"Census Tract 2.02, Plumas County",Yes,Yes,,,Yes
06063000300,Plumas,"Census Tract 3, Plumas County",Yes,,,,Yes
06063000400,Plumas,"Census Tract 4, Plumas County",Yes,Yes,,,Yes
06063000501,Plumas,"Census Tract 5.01, Plumas County",Yes,,,,Yes
06063000502,Plumas,"Census Tract 5.02, Plumas County",,,Yes,,Yes
06065030101,Riverside,"Census Tract 301.01, Riverside County",Yes,,,,Yes
06065030103,Riverside,"Census Tract 301.03, Riverside County",Yes,Yes,,,Yes
06065030104,Riverside,"Census Tract 301.04, Riverside County",Yes,,,,Yes
06065030200,Riverside,"Census Tract 302, Riverside County",,,Yes,,Yes
06065030300,Riverside,"Census Tract 303, Riverside County",Yes,Yes,,,Yes
06065030400,Riverside,"Census Tract 304, Riverside County",Yes,Yes,,,Yes
06065030501,Riverside,"Census Tract 305.01, Riverside County",Yes,Yes,,,Yes
06065030502,Riverside,"Census Tract 305.02, Riverside County",Yes,,,,Yes
06065030503,Riverside,"Census Tract 305.03, Riverside County",Yes,Yes,,,Yes
06065030700,Riverside,"Census Tract 307, Riverside County",Yes,,,,Yes
06065030800,Riverside,"Census Tract 308, Riverside County",,,Yes,,Yes
06065030900,Riverside,"Census Tract 309, Riverside County",,,Yes,,Yes
06065031001,Riverside,"Census Tract 310.01, Riverside County",,,Yes,,Yes
06065031002,Riverside,"Census Tract 310.02, Riverside County",Yes,,,,Yes
06065031100,Riverside,"Census Tract 311, Riverside County",Yes,,,,Yes
06065031200,Riverside,"Census Tract 312, Riverside County",,,Yes,,Yes
06065031300,Riverside,"Census Tract 313, Riverside County",Yes,Yes,,,Yes
06065031401,Riverside,"Census Tract 314.01, Riverside County",Yes,,,,Yes
06065031402,Riverside,"Census Tract 314.02, Riverside County",,,Yes,,Yes
06065031501,Riverside,"Census Tract 315.01, Riverside County",,,Yes,,Yes
06065031502,Riverside,"Census Tract 315.02, Riverside County",Yes,,,,Yes
06065031601,Riverside,"Census Tract 316.01, Riverside County",Yes,,,,Yes
06065031602,Riverside,"Census Tract 316.02, Riverside County",Yes,,,,Yes
06065031701,Riverside,"Census Tract 317.01, Riverside County",Yes,,,,Yes
06065031702,Riverside,"Census Tract 317.02, Riverside County",,,Yes,,Yes
06065031703,Riverside,"Census Tract 317.03, Riverside County",,,Yes,,Yes
06065031704,Riverside,"Census Tract 317.04, Riverside County",,,Yes,,Yes
06065040101,Riverside,"Census Tract 401.01, Riverside County",Yes,,,,Yes
06065040102,Riverside,"Census Tract 401.02, Riverside County",,,Yes,,Yes
06065040201,Riverside,"Census Tract 402.01, Riverside County",,,Yes,,Yes
06065040202,Riverside,"Census Tract 402.02, Riverside County",,,,Yes,Yes
06065040203,Riverside,"Census Tract 402.03, Riverside County",Yes,Yes,,,Yes
06065040204,Riverside,"Census Tract 402.04, Riverside County",Yes,,,,Yes
