OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_10_14,Tot_Population_ACSMOE_10_14,Med_HHD_Inc_ACS_10_14,Med_HHD_Inc_ACSMOE_10_14,pct_Pop_under_5_ACS_10_14,pct_Pop_under_5_ACSMOE_10_14,pct_Pop_18_24_ACS_10_14,pct_Pop_18_24_ACSMOE_10_14,pct_Pop_65plus_ACS_10_14,pct_Pop_65plus_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Not_HS_Grad_ACS_10_14,pct_Not_HS_Grad_ACSMOE_10_14,pct_NH_Blk_alone_ACS_10_14,pct_NH_Blk_alone_ACSMOE_10_14,pct_NH_White_alone_ACS_10_14,pct_NH_White_alone_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_NH_AIAN_alone_ACS_10_14,pct_NH_AIAN_alone_ACSMOE_10_14,pct_NH_Asian_alone_ACS_10_14,pct_NH_Asian_alone_ACSMOE_10_14,pct_NH_NHOPI_alone_ACS_10_14,pct_NH_NHOPI_alone_ACSMOE_10_14,pct_NH_SOR_alone_ACS_10_14,pct_NH_SOR_alone_ACSMOE_10_14,pct_Born_foreign_ACS_10_14,pct_Born_foreign_ACSMOE_10_14,pct_ENG_VW_ACS_10_14,pct_ENG_VW_ACSMOE_10_14,pct_Age5p_Spanish_ACS_10_14,pct_Age5p_Spanish_ACSMOE_10_14,pct_Age5p_Russian_ACS_10_14,pct_Age5p_Russian_ACSMOE_10_14,pct_Age5p_Chinese_ACS_10_14,pct_Age5p_Chinese_ACSMOE_10_14,pct_Age5p_Korean_ACS_10_14,pct_Age5p_Korean_ACSMOE_10_14,pct_Age5p_Vietnames_ACS_10_14,pct_Age5p_Vietnames_ACSMOE_10_14,pct_Age5p_Tagalog_ACS_10_14,pct_Age5p_Tagalog_ACSMOE_10_14,pct_Age5p_Arabic_ACS_10_14,pct_Age5p_Arabic_ACSMOE_10_14,Tot_Housing_Units_ACS_10_14,Tot_Housing_Units_ACSMOE_10_14,Tot_Occp_Units_ACS_10_14,Tot_Occp_Units_ACSMOE_10_14,pct_Renter_Occp_HU_ACS_10_14,pct_Renter_Occp_HU_ACSMOE_10_14,pct_Rel_Under_6_ACS_10_14,pct_Rel_Under_6_ACSMOE_10_14,pct_Diff_HU_1yr_Ago_ACS_10_14,pct_Diff_HU_1yr_Ago_ACSMOE_10_14,pct_Vacant_Units_ACS_10_14,pct_Vacant_Units_ACSMOE_10_14,pct_MLT_U10p_ACS_10_14,pct_MLT_U10p_ACSMOE_10_14
2349,4,25,605,4025000605,Census Tract 6.05,4025,"Census Tract 6.05, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",22.3,80.6,9460,761,43043,5596,8.86,2.85,6.77,2.74,14.3,2.27,21.09,6.54,13.54,3.64,0.55,0.54,70.81,3.94,22.78,7.75,0.02,0.04,2.62,1.93,0,0.19,0,0.19,7.96,3.79,3.52,3.51,5.51,4.45,0,0.21,0,0.21,0,0.21,0,0.21,0,0.21,0,0.21,3871,136,3498,225,41.19,7.25,27.48,8.51,16.97,5.47,9.64,4.43,2.22,1.91
2350,4,25,606,4025000606,Census Tract 6.06,4025,"Census Tract 6.06, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",23.8,77.7,5851,580,30554,6985,7.93,3.31,10.24,3.94,18.6,4.53,30.59,8.53,14.34,5.52,0.29,0.46,71.03,2.59,24.87,7,0.77,1.01,0,0.31,0,0.31,0.22,0.38,9.33,4.9,5.38,4.14,7.7,4.87,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,2596,123,2507,130,60.83,7.24,23.62,12.07,26.34,7.84,3.43,3.23,4.93,3.15
2351,4,25,609,4025000609,Census Tract 6.09,4025,"Census Tract 6.09, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",22.6,78.1,4724,455,35814,5904,2.98,1.95,6.58,1.75,13.38,3.81,14.83,6.23,15.69,5.16,0.19,0.34,74.47,6.93,24.28,5.88,0.55,1.01,0,0.28,0,0.28,0,0.28,6.31,3.93,5.43,4.6,5.04,3.56,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,1815,73,1712,105,44.74,8.01,16.95,7.14,15.46,6.1,5.67,4.46,0.83,1.49
2352,4,25,1402,4025001402,Census Tract 14.02,4025,"Census Tract 14.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",16.5,78,3052,414,37143,5117,3.54,3.17,6.82,2.38,37.25,3.91,14.31,5.78,9.76,3.74,0.26,0.39,87.78,5.55,9.57,6.46,2.16,1.55,0,0.43,0,0.43,0,0.43,7.11,3.3,4.65,5.74,3.26,2.79,0,0.44,0,0.44,0,0.44,0,0.44,0,0.44,0.14,0.17,2408,127,1354,148,16.84,5.54,9.11,6.45,14.53,6.14,43.77,5.7,0,0.54
2353,4,25,1602,4025001602,Census Tract 16.02,4025,"Census Tract 16.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",20.7,77.5,3961,631,36493,13121,3.05,2.37,9.24,5.83,19.92,2.58,29.18,19.71,18.08,11.99,0,0.33,88.51,9.92,7.52,5.29,1.51,1.44,0,0.33,0,0.33,0,0.33,1.11,1.02,0,0.86,0.29,0.34,0,0.34,0,0.34,0,0.34,0,0.34,0,0.34,0,0.34,1838,166,1507,199,23.36,9.88,11.02,8.83,33.26,14.19,18.01,10.65,0,0.71
2354,4,25,1601,4025001601,Census Tract 16.01,4025,"Census Tract 16.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",21.9,77.7,5805,575,34135,8194,4.82,2.28,8.2,2.72,21.79,3.83,24.73,7.22,13.43,4.45,0.45,0.38,65,7.14,19.45,6.35,13.04,4.91,0,0.31,0.02,0.03,0,0.31,3.58,2.72,0,0.79,2.99,2.52,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,2573,259,2268,288,30.82,10.45,22.01,9.77,14.88,4.6,11.85,5.03,2.6,2.28
2355,4,25,1603,4025001603,Census Tract 16.03,4025,"Census Tract 16.03, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",20.8,48.9,6851,838,41478,13023,6.58,3.27,14.41,7.76,19.82,3.91,19.72,7.65,15.53,7.05,0,0.26,85.84,8.09,9.71,6.5,3.68,1.84,0,0.26,0,0.26,0,0.26,3.24,4.38,0.11,0.68,2.34,2.97,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,3186,120,2808,200,35.47,8.98,17.53,8.31,16.93,5.69,11.86,5.54,1.07,1.35
2356,4,25,1703,4025001703,Census Tract 17.03,4025,"Census Tract 17.03, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",16,81.8,2650,309,64688,14280,3.89,2.87,4.94,2.73,44.68,4.36,9.26,4.85,6.48,3.76,0.83,1.01,85.7,7.11,6.94,4.76,0.23,0.41,1.77,1.76,0,0.49,0,0.49,10,5.58,0,1.03,1.33,2.43,0,0.51,0,0.51,0,0.51,0,0.51,0,0.51,0,0.51,1854,74,1258,149,33.86,9.95,8.47,6.56,18.28,7.55,32.15,7.99,12.35,4.61
2357,4,25,2002,4025002002,Census Tract 20.02,4025,"Census Tract 20.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",22,74.6,5052,560,31014,9574,9.07,2.92,3.96,1.77,17.78,1.78,23.19,7.36,18.76,4.82,1.41,1.6,66.27,3.89,27.79,6.09,0.91,1.02,0.71,0.65,0,0.36,0,0.36,7.36,4.86,2.47,2.4,6.05,4.17,0,0.39,0,0.39,0,0.39,0,0.39,0,0.39,0,0.39,2130,104,1822,190,40.01,8.71,33.33,13.14,21.37,9.27,14.46,7.34,0,0.85
2358,4,25,1701,4025001701,Census Tract 17.01,4025,"Census Tract 17.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",18.1,66.7,5928,632,44600,7915,4.66,2.64,1.6,1.53,30.99,3.52,7.05,3.68,13.14,5.92,1.28,1.51,79.77,4.07,14.79,6.98,0.94,1.01,0.61,0.82,0,0.3,0,0.3,10.37,4.38,1.95,3.21,3.31,3.29,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,2974,291,2767,281,15.29,4.78,13.32,7.38,13.28,4.4,6.96,4.52,0,0.61
2359,4,25,402,4025000402,Census Tract 4.02,4025,"Census Tract 4.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",12.7,88.8,4871,495,56061,4193,2.71,2.65,5.38,3.07,35.33,5.05,4.95,2.79,1.81,1.4,0.37,0.61,90.76,7.13,2.92,3.15,0.18,0.43,2.09,2.17,0,0.27,0.21,0.55,5.73,2.77,1.36,1.6,0.59,0.69,0,0.27,0,0.27,0.59,1.18,0,0.27,0,0.27,0,0.27,2520,114,2063,166,14.3,5.65,8.41,6.07,16.85,9.08,18.13,7.18,7.1,3.44
2360,4,25,203,4025000203,Census Tract 2.03,4025,"Census Tract 2.03, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",16,61.2,5813,644,49311,9432,4.66,2.62,4.68,2.81,28.02,2.77,10.45,5.23,5.3,3.1,0,0.31,86.56,6.05,9.29,5.39,0.15,0.31,2.79,3.86,0,0.31,0,0.31,4.71,3.87,1.47,2.42,2.29,2.39,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,2910,102,2517,214,21.89,7.19,14.79,7.91,9.73,4.95,13.51,6.17,0.45,0.96
2361,4,25,604,4025000604,Census Tract 6.04,4025,"Census Tract 6.04, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",18.1,82.9,5257,456,50153,5960,4.93,3.24,10.98,4.52,17.01,1.17,13.97,6.77,8.37,2.67,1.69,1.65,75.61,6.65,17.25,3.91,0.46,0.89,0,0.25,0,0.25,0.19,0.28,7.36,5.06,0,0.69,2.14,2.4,0.14,0.22,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,1999,86,1895,109,42.06,6.87,12.45,6.57,18.67,7.55,5.2,4.5,0.7,1.3
2362,4,25,607,4025000607,Census Tract 6.07,4025,"Census Tract 6.07, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",13.7,88.4,6016,603,55127,5771,3.64,2.13,2.51,1.37,41.94,4.53,11.3,6.03,3.54,2.31,0.38,0.58,88.8,5.64,8.33,3.66,1.78,1.82,0,0.3,0,0.3,0,0.3,5.75,2.65,0.9,1.57,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,3095,119,2670,216,20.67,5.99,7.77,4.65,10.66,4.67,13.73,6.57,0.68,1.1
2363,4,25,2001,4025002001,Census Tract 20.01,4025,"Census Tract 20.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",25.6,64.3,4636,617,31226,2792,5.8,2.79,3.19,2.44,14.78,2.99,27.75,12.15,20.72,6.46,0.04,0.11,56.02,5.37,36.15,11.36,0.02,0.04,0,0.28,0,0.28,0,0.28,20.99,12.02,8.7,6.41,19.26,10.93,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,2193,263,1828,235,55.2,8.96,28.58,13.79,18.63,9.33,16.64,12.15,20.02,8.94
2364,4,25,2003,4025002003,Census Tract 20.03,4025,"Census Tract 20.03, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",20.3,72.1,4910,592,37767,8946,6.48,3.12,11.51,3.87,20.1,2.27,24.75,7.86,12.84,4.74,0.9,1.05,68.78,3.18,27.19,8.3,0.1,0.16,0.39,0.51,0,0.26,0,0.26,10.79,6.88,3.64,4.82,9.3,5.31,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,1964,113,1843,138,34.51,8.4,24.54,10.48,14,6.5,6.16,4.77,1.93,1.98
2365,4,25,1702,4025001702,Census Tract 17.02,4025,"Census Tract 17.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",15.7,83.5,4520,491,54012,11841,2.9,1.67,2.99,2.37,39.14,5.83,10.95,4.88,6.75,2.93,0.49,0.75,86.31,3.84,9.25,4.74,1.79,2.43,0.82,1.08,0,0.29,0,0.29,18.27,7.05,0,0.58,5.51,2.71,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,2875,165,2224,241,26.84,6.92,7.13,2.97,14.3,7.38,22.64,8.95,4.83,3.82
2366,4,25,1401,4025001401,Census Tract 14.01,4025,"Census Tract 14.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",18.9,74.3,2269,408,42182,8406,3.79,3.14,5.86,3.46,37.06,5.14,11.19,7.93,13.76,6.43,0,0.57,93.61,3.69,2.91,2.82,0.4,1.01,1.59,1.87,0,0.57,0,0.57,2.86,2.32,0,1.27,0.05,0.23,0,0.6,0,0.6,0.96,1.55,0,0.6,0,0.6,0,0.6,1416,135,1027,156,14.7,9.28,7.62,6.48,15.03,7.53,27.47,11.21,0.71,1.48
2367,4,25,2100,4025002100,Census Tract 21,4025,"Census Tract 21, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",22.1,71.5,2385,442,26836,6303,2.52,1.57,5.62,2.83,20.08,4.91,45.8,14.89,19.28,7.19,0.5,0.83,63.86,6.84,30.06,12.3,0.17,0.29,0,0.55,0,0.55,0,0.55,8.72,6.25,4.56,4.95,6.97,6.5,0,0.56,0,0.56,0,0.56,0,0.56,0,0.56,0,0.56,1812,99,943,122,25.87,7.21,10.83,8.22,14.24,6.29,47.96,5.54,0,0.72
2368,4,19,2901,4019002901,Census Tract 29.01,4019,"Census Tract 29.01, Pima County, AZ",Pima County,Arizona,"Pima County, Arizona",25,69.6,6890,754,31934,7858,8.93,4.3,7.62,3.16,11.23,2.42,23.67,7.29,8.85,2.93,14.37,6.55,62.06,7.94,14.22,3.53,1.41,1.71,4.24,4.81,2.7,3.69,0,0.26,13.69,5.34,5.38,3.96,1.85,1.28,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,3116,61,2695,149,69.09,7,37.04,13.08,27.11,8.97,13.51,4.81,23.97,8.2
2369,4,19,2906,4019002906,Census Tract 29.06,4019,"Census Tract 29.06, Pima County, AZ",Pima County,Arizona,"Pima County, Arizona",19.9,86.3,2270,208,54364,7194,0.97,1.19,12.78,6.1,24.49,4.88,12.78,4.61,0.72,1.05,0,0.57,68.68,6.54,24.54,9.92,0,0.57,4.58,3.01,0,0.57,0,0.57,15.64,6.45,2.61,2.76,1.11,1.24,0.62,0.8,0.53,1.16,0,0.58,0,0.58,0,0.58,0,0.58,1479,33,1303,103,44.28,7.17,2.76,4.7,16.65,5.29,11.9,6.35,24.21,9.72
2370,4,19,2904,4019002904,Census Tract 29.04,4019,"Census Tract 29.04, Pima County, AZ",Pima County,Arizona,"Pima County, Arizona",17.1,80.7,3564,300,48088,10027,2.44,1.47,4.77,3.06,38.72,3.71,13.02,6.18,7.02,3.36,0.03,0.06,82.01,3.87,14.84,5.01,0.56,0.78,0.62,0.67,0,0.36,0,0.36,5.25,2.06,1.9,1.83,1.87,1.26,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,2051,27,1684,135,36.05,6.64,9.65,6.36,18.46,5.39,17.89,6.72,25.94,7.11
2371,4,21,206,4021000206,Census Tract 2.06,4021,"Census Tract 2.06, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",22.2,71.9,4372,667,58026,3763,9.26,4.06,8.05,4.57,11.44,3.55,11.25,6.26,5.85,4.24,4.78,4.91,75.09,7.64,18.98,11.84,0,0.3,0,0.3,0,0.3,0,0.3,4.03,3.21,0,1.05,1.56,1.59,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,1602,92,1236,161,18.61,7.63,25.41,11.51,30.84,17.46,22.85,9.21,0,0.81
2372,4,21,209,4021000209,Census Tract 2.09,4021,"Census Tract 2.09, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",20.9,73.2,9973,826,66473,12559,8.45,2.1,5.44,2.5,6.68,1.54,7.87,3.16,10.14,3.62,6.96,5.16,70.53,4.53,20.48,4.69,0.58,0.95,0.33,0.39,0,0.18,0,0.18,9.71,2.99,3.99,2.49,4.61,1.66,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,3548,160,2954,221,31.35,7.85,30.71,8.07,24.44,8.73,16.74,6.13,0,0.51
2373,4,21,212,4021000212,Census Tract 2.12,4021,"Census Tract 2.12, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",22.1,76.1,5694,764,54643,11025,5.02,2.38,9.48,3.56,7.17,1.49,11.7,6.78,7.64,4,5.43,2.26,59.87,5.17,27.01,8.11,0,0.32,2.85,2.32,2.3,4.05,0.3,0.54,7.2,4.19,0.81,1.75,2.33,1.91,0,0.33,0,0.33,0,0.33,0.18,0.29,0,0.33,0,0.33,1980,102,1600,163,34.88,9.68,18.85,8.98,19.61,9.61,19.19,7.87,0,0.91
2374,4,21,213,4021000213,Census Tract 2.13,4021,"Census Tract 2.13, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",20.2,77.6,12480,1355,68139,12218,7.92,2.67,4.46,2.78,14.2,2.91,14.17,7,4.19,2.33,8.14,3.02,69.94,5.53,15.42,3.9,2.8,3.35,3.07,2.79,0,0.16,0,0.16,9.07,3.94,0,0.51,1.83,1.4,0,0.17,0,0.17,0,0.17,0,0.17,0,0.17,0,0.17,6009,144,3959,404,25.13,7.72,23.05,6.78,13.45,6.49,34.12,6.96,0,0.33
2375,4,21,214,4021000214,Census Tract 2.14,4021,"Census Tract 2.14, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",21,75.3,8901,851,58483,10792,8.61,2.8,8.26,4.32,9.72,2.85,9.03,4.79,12.37,6.29,4.98,3.13,61.89,6.16,20.32,6.09,0.95,0.93,6.94,3.24,0,0.2,0.47,0.75,9.08,4.12,0.92,1.31,4.36,2.86,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,3322,110,2821,244,27.22,6.87,28.64,10.17,15.6,7.03,15.08,6.54,0,0.54
2376,4,21,1407,4021001407,Census Tract 14.07,4021,"Census Tract 14.07, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",22.7,71.8,2238,439,37098,7032,9.16,5.38,7.91,3.12,25.29,4.51,27.07,14.56,18.65,7.72,0.09,0.18,42.05,3.08,53.08,14.47,0.04,0.09,1.39,1.45,0,0.58,0,0.58,21.54,8.68,0,1.58,8.66,5.29,0,0.64,0,0.64,0,0.64,0,0.64,0.2,0.34,0,0.64,1127,47,821,102,27.04,9.28,20.04,10.07,12.76,6.33,27.15,8.98,0,1.15
2377,4,21,1404,4021001404,Census Tract 14.04,4021,"Census Tract 14.04, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",20.9,83.4,4079,431,47668,7591,7.97,3.45,5.61,2.78,15.52,3.67,14.73,10.53,14.54,5.11,0,0.32,62.98,7.82,32.07,5.89,0,0.32,4.95,4.18,0,0.32,0,0.32,8.87,4.24,4.12,3.78,2.4,1.52,0,0.35,0,0.35,0,0.35,0,0.35,0.88,1.03,0,0.35,1459,100,1287,144,28.67,10.15,29.04,11.81,13.73,7.07,11.79,8.67,0,0.89
2378,4,21,2101,4021002101,Census Tract 21.01,4021,"Census Tract 21.01, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",22.6,67.3,7166,1090,50459,8975,7.41,3.43,15.13,7.01,10.34,2.55,14.34,6.47,8.83,4.21,7.63,5.29,51.21,4.4,37.04,12.15,2.89,3.4,0,0.25,0,0.25,0,0.25,7.14,3.75,0.82,1.36,0.87,1.02,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,3941,171,2794,271,36.08,7.41,21.21,9.15,11.68,7.88,29.1,6.45,0.81,1.37
2379,4,21,1702,4021001702,Census Tract 17.02,4021,"Census Tract 17.02, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",21.1,83.7,2536,452,80511,15611,10.61,4.12,2.88,1.94,6.19,2.57,8.36,8.11,7.92,4.3,5.76,4.09,50.63,9.75,30.95,8.87,5.99,6.3,5.21,4.08,0.51,1.1,0,0.51,10.69,4.12,3.97,5.19,2.34,1.81,0,0.57,1.37,2.28,0,0.57,0,0.57,0.26,0.35,0,0.57,945,60,706,124,23.09,8.74,31.31,13.44,12.01,4.94,25.29,13.77,0,1.38
2380,4,21,1703,4021001703,Census Tract 17.03,4021,"Census Tract 17.03, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",22.3,79.1,1822,238,61944,10707,7.85,2.37,7.3,5.13,8.45,3.85,6.48,5.48,11.21,7.01,0.66,0.93,56.92,12.76,36.39,14.9,1.43,1.69,1.76,2.79,0.99,2.03,0,0.71,15.92,6.65,0.6,2.42,3.39,3.48,0,0.77,1.49,2.37,0,0.77,0,0.77,0,0.77,0,0.77,866,45,662,104,22.96,10.58,33.47,13.89,16.28,7.52,23.56,9.85,0,1.5
2381,4,21,1709,4021001709,Census Tract 17.09,4021,"Census Tract 17.09, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",20.8,90.8,3280,378,70562,5341,12.13,3.28,5.76,3.07,5.34,2.8,5.43,5.79,3.52,1.92,8.23,2.64,53.41,11.02,28.38,9.26,1.16,1.52,5.06,5.49,0.15,0.33,0,0.4,13.75,7.98,0,1.36,4.79,3.64,0,0.45,0,0.45,0,0.45,0,0.45,0,0.45,0.38,0.62,1158,117,955,106,25.45,11.27,40.93,13.03,10.88,6.13,17.53,7.12,0,1.12
2382,4,21,1705,4021001705,Census Tract 17.05,4021,"Census Tract 17.05, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",19.9,78.4,6100,763,62988,19534,12.21,3.71,6.3,3.42,7.92,3.45,6.16,4.13,7.18,4.59,5.72,3,70.48,4.4,20.18,5.64,0,0.3,1.13,1.44,0,0.3,2.07,3.32,12.08,3.72,0.31,0.98,1.94,1.87,0,0.34,0,0.34,0,0.34,0,0.34,0,0.34,0,0.34,3040,154,2242,257,17.4,7.87,31.99,11.1,14.53,6.15,26.25,8.08,0,0.59
2383,4,21,1708,4021001708,Census Tract 17.08,4021,"Census Tract 17.08, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",15.8,75.4,6010,662,63092,10108,8.74,3.06,2.76,1.77,18.42,3.55,7.49,4.18,5.16,2.7,9.25,5.48,66.51,7.19,20.3,5.72,0,0.3,1.5,1.22,0,0.3,0,0.3,7.72,3.42,0.59,1.28,0.67,1.07,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,2822,153,2186,225,25.8,7.11,25.81,10.06,29.7,11.31,22.54,7.2,0,0.64
2384,4,21,1711,4021001711,Census Tract 17.11,4021,"Census Tract 17.11, Pinal County, AZ",Pinal County,Arizona,"Pinal County, Arizona",23,77.1,2352,368,62045,6834,16.71,7.1,5.36,3.12,3.95,2.34,3.61,3.7,7.65,5.66,15.31,12.92,45.2,9.89,31.34,10.47,1.36,1.47,0,0.55,0,0.55,0,0.55,5.65,2.71,0,1.85,5.21,2.39,0,0.66,0,0.66,0,0.66,0,0.66,0,0.66,0,0.66,937,107,704,94,19.46,9.3,41.03,17.41,13.05,6.76,24.87,8.16,0,1.39
2385,4,13,82204,4013082204,Census Tract 822.04,4013,"Census Tract 822.04, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",27.4,70.9,6421,426,54257,6061,13.71,4.54,13.99,5.32,1.64,1.24,16.76,7.46,19.71,7.43,12.57,4.23,11.95,6.52,69.05,8.07,2.21,1.8,0.76,1.07,0,0.28,0,0.28,22.89,5.41,4.89,4.5,16.75,4.86,0,0.32,0,0.32,0,0.32,0.16,0.29,0,0.32,0,0.32,1671,28,1574,84,35.83,8.75,41.5,12.26,19.27,8.39,5.8,4.25,0,1.08
2386,4,13,82206,4013082206,Census Tract 822.06,4013,"Census Tract 822.06, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",27.3,73.8,3260,506,51456,4318,8.01,4.59,21.1,8.34,3.65,2.39,13.73,9.54,25.86,6.67,15.12,6.78,18.44,8.42,58.19,11.43,0,0.4,6.13,3.68,0,0.4,0,0.4,21.44,4.93,4.35,3.94,14.6,4.09,0,0.43,0,0.43,0,0.43,0.83,0.89,0,0.43,0,0.43,925,40,781,90,28.81,10.5,23.31,11.18,8.45,4.71,15.57,9.06,0,1.41
2387,4,13,82207,4013082207,Census Tract 822.07,4013,"Census Tract 822.07, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",25,75.5,2815,405,64063,19948,9.13,2.52,10.05,2.85,3.77,1.73,9.18,5.61,22.16,5.1,1.56,2.12,20.25,3.67,73.18,10.72,1.49,1.94,0.57,0.96,0,0.46,0,0.46,13.64,7.01,7.28,5.93,8.21,4.21,0,0.51,0,0.51,0,0.51,0,0.51,0.16,0.27,0,0.51,836,30,687,65,14.7,7.88,45.57,15.99,8.13,7.47,17.82,6.91,1.2,2.39
2388,4,13,82209,4013082209,Census Tract 822.09,4013,"Census Tract 822.09, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",27.1,70.4,3000,338,32292,2752,8.2,2.78,10.27,3.79,16.57,5.84,29.87,13.28,63.04,10.72,0.63,1.03,4.1,3.54,95.27,5.22,0,0.43,0,0.43,0,0.43,0,0.43,22.03,9.89,20.54,11.84,30.43,8.43,0,0.47,0,0.47,0,0.47,0,0.47,0,0.47,0,0.47,874,45,745,87,37.58,10.97,23.2,10.93,15.57,8.21,14.76,9.47,0,1.49
2389,4,13,82210,4013082210,Census Tract 822.10,4013,"Census Tract 822.10, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",26.2,74.9,4598,578,44615,15860,9.16,2.63,11.98,3.33,2.81,1.66,18.58,7.44,25.18,9.58,12.72,7.55,24.66,7.59,59.57,9.77,0.15,0.28,2.07,1.79,0,0.28,0,0.28,19.77,4.32,10.98,6.34,20.47,8.36,0,0.31,0,0.31,0,0.31,0.36,0.57,0.22,0.36,0.6,1.12,1439,48,1248,111,44.31,11.78,41.04,12.61,20.63,7.68,13.27,8.05,0,0.9
2390,4,13,82211,4013082211,Census Tract 822.11,4013,"Census Tract 822.11, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",25.3,79.3,4920,661,71463,7208,8.21,2.95,10.43,2.24,2.74,1.56,5.99,4.57,17.14,6.59,4.09,3.7,20.98,4.28,64,11.44,2.83,3,6.65,7.98,0,0.26,0,0.26,20.71,6.88,6.61,5.55,10.12,4.05,0,0.29,0,0.29,0.18,0.29,0,0.29,2.86,3.48,0.22,0.4,1397,63,1180,119,36.78,11.54,35.5,14.67,18.96,8.09,15.53,8.13,1.57,2.29
2391,4,13,92311,4013092311,Census Tract 923.11,4013,"Census Tract 923.11, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",31.5,65.9,2135,485,25601,7371,4.59,4.04,3.93,2.76,6.09,2.06,25.31,7.53,9.56,4.06,2.25,2.76,67.82,11.07,25.29,9.93,0.52,0.69,0,0.61,0.37,0.65,0,0.61,4.64,4.32,1.83,3.47,2.06,2.52,0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,0,0.64,1450,42,1036,138,76.74,5.65,27.96,18.87,18.75,7.33,28.55,9.27,34.14,10.23
