OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_10_14,Tot_Population_ACSMOE_10_14,Med_HHD_Inc_ACS_10_14,Med_HHD_Inc_ACSMOE_10_14,pct_Pop_under_5_ACS_10_14,pct_Pop_under_5_ACSMOE_10_14,pct_Pop_18_24_ACS_10_14,pct_Pop_18_24_ACSMOE_10_14,pct_Pop_65plus_ACS_10_14,pct_Pop_65plus_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Not_HS_Grad_ACS_10_14,pct_Not_HS_Grad_ACSMOE_10_14,pct_NH_Blk_alone_ACS_10_14,pct_NH_Blk_alone_ACSMOE_10_14,pct_NH_White_alone_ACS_10_14,pct_NH_White_alone_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_NH_AIAN_alone_ACS_10_14,pct_NH_AIAN_alone_ACSMOE_10_14,pct_NH_Asian_alone_ACS_10_14,pct_NH_Asian_alone_ACSMOE_10_14,pct_NH_NHOPI_alone_ACS_10_14,pct_NH_NHOPI_alone_ACSMOE_10_14,pct_NH_SOR_alone_ACS_10_14,pct_NH_SOR_alone_ACSMOE_10_14,pct_Born_foreign_ACS_10_14,pct_Born_foreign_ACSMOE_10_14,pct_ENG_VW_ACS_10_14,pct_ENG_VW_ACSMOE_10_14,pct_Age5p_Spanish_ACS_10_14,pct_Age5p_Spanish_ACSMOE_10_14,pct_Age5p_Russian_ACS_10_14,pct_Age5p_Russian_ACSMOE_10_14,pct_Age5p_Chinese_ACS_10_14,pct_Age5p_Chinese_ACSMOE_10_14,pct_Age5p_Korean_ACS_10_14,pct_Age5p_Korean_ACSMOE_10_14,pct_Age5p_Vietnames_ACS_10_14,pct_Age5p_Vietnames_ACSMOE_10_14,pct_Age5p_Tagalog_ACS_10_14,pct_Age5p_Tagalog_ACSMOE_10_14,pct_Age5p_Arabic_ACS_10_14,pct_Age5p_Arabic_ACSMOE_10_14,Tot_Housing_Units_ACS_10_14,Tot_Housing_Units_ACSMOE_10_14,Tot_Occp_Units_ACS_10_14,Tot_Occp_Units_ACSMOE_10_14,pct_Renter_Occp_HU_ACS_10_14,pct_Renter_Occp_HU_ACSMOE_10_14,pct_Rel_Under_6_ACS_10_14,pct_Rel_Under_6_ACSMOE_10_14,pct_Diff_HU_1yr_Ago_ACS_10_14,pct_Diff_HU_1yr_Ago_ACSMOE_10_14,pct_Vacant_Units_ACS_10_14,pct_Vacant_Units_ACSMOE_10_14,pct_MLT_U10p_ACS_10_14,pct_MLT_U10p_ACSMOE_10_14
4739,6,45,11001,6045011001,Census Tract 110.01,6045,"Census Tract 110.01, Mendocino County, CA",Mendocino County,California,"Mendocino County, California",19.7,80,1642,299,38222,8235,0.79,1.27,11.45,4.94,27.1,4.53,19.96,8.38,3.29,2.09,0.18,0.36,85.57,8.19,6.27,4.11,0.24,0.49,4.51,2.87,0,0.73,0,0.73,9.5,3.42,0.99,2.21,1.78,1.94,0,0.74,0.86,1.53,0,0.74,0,0.74,0,0.74,0,0.74,1247,101,812,132,32.64,11.93,17.63,21.98,8.4,3.98,34.88,8.44,2.89,2.72
4740,6,65,43602,6065043602,Census Tract 436.02,6065,"Census Tract 436.02, Riverside County, CA",Riverside County,California,"Riverside County, California",29.8,76.4,3959,457,27162,9436,8.71,3.13,16.27,3.55,6.87,1.94,30.61,11.04,39.22,9.74,4.67,3.7,16.87,5.26,75.07,8.98,0,0.3,3.16,3.16,0,0.3,0,0.3,35.49,10.44,13.96,8.47,25.04,7.65,0,0.33,0,0.33,0,0.33,0.91,1.04,0.5,0.74,0,0.33,1231,76,1146,96,66.67,8.75,30.38,12.19,20.65,8.41,6.9,6.48,12.92,8.25
4741,6,37,462600,6037462600,Census Tract 4626,6037,"Census Tract 4626, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",17,83.1,2402,174,109839,15915,6.66,2.32,7.08,2.7,17.44,3.17,6.02,3.44,5.33,2.43,5.12,2.55,64.9,3.51,19.48,5.27,0,0.5,9.28,2.96,0,0.5,0.08,0.17,19.86,4.87,4,3.08,3.35,1.99,0,0.54,0.8,0.93,0,0.54,1.47,1.6,0.49,0.8,0,0.54,901,35,874,45,13.62,4.52,21.04,7.1,7.53,5.12,3,2.66,3,2.33
4742,6,37,117405,6037117405,Census Tract 1174.05,6037,"Census Tract 1174.05, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",39.4,61.7,3876,339,32313,6934,14.86,3.62,12.59,3.17,1.88,1.02,44.95,9.8,54.06,7.43,0.03,0.05,3.43,1.81,94.79,4.19,0,0.31,0.72,1.08,0,0.31,0,0.31,50.57,4.91,27.2,7.19,48.24,5.64,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0.36,0.39,876,17,853,33,92.26,3.88,46.67,11.67,12.93,4.82,2.63,2.85,97.15,12.07
4743,6,37,117301,6037117301,Census Tract 1173.01,6037,"Census Tract 1173.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",18.1,80.5,3928,309,90081,9185,5.91,2.5,8.55,3.21,12.68,2.67,4.48,2.78,6.72,3.13,5.42,3.87,44.81,7.96,30.55,3.99,0,0.31,18.23,4.22,0,0.31,0.41,0.43,35.08,6.85,1.64,2.04,5.84,2.46,0,0.32,0.49,0.51,0,0.32,0,0.32,0.08,0.19,0.81,1,1263,30,1222,56,5.48,3.51,19.13,8.15,1.79,1.74,3.25,3.88,0.48,1.27
4744,6,37,103300,6037103300,Census Tract 1033,6037,"Census Tract 1033, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",17.7,74.9,3311,423,88542,13514,3.29,2.23,8.12,3.5,16.85,1.9,16.56,9.31,6.06,3.7,0.3,0.45,74.81,12.82,17.46,9.28,0,0.36,3.17,1.8,0,0.36,1.21,1.38,23.95,5.83,0,1,4.34,2.83,1.03,1.59,0.16,0.28,0,0.37,0,0.37,0.06,0.12,0,0.37,1400,39,1204,94,13.62,6.05,6.73,4.87,5.98,3.1,14,6.63,0.71,1.36
4745,6,37,910807,6037910807,Census Tract 9108.07,6037,"Census Tract 9108.07, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",21.5,76.2,5893,270,95625,13745,6.19,1.97,8.54,2.29,9.83,2.52,6.99,3.07,10.59,4.39,5.55,3.06,51.47,4.28,28.3,4.27,0,0.29,10.62,2.84,0.46,0.71,0.24,0.39,17.85,3.43,3.52,2.4,3.33,1.78,0,0.31,0.69,0.74,0.18,0.22,0.11,0.22,0.51,0.58,0.6,0.69,1956,58,1873,78,22.42,6.07,21.46,7.04,13.15,4.65,4.24,3.17,1.74,2.15
4746,6,37,920331,6037920331,Census Tract 9203.31,6037,"Census Tract 9203.31, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",17.4,81.5,4323,331,92775,7383,3.47,1.62,5.27,1.64,15.27,2.42,6.16,3.98,9.19,3.07,1.3,1.43,69.03,3.98,17.6,4.4,0,0.28,9.99,3.15,0,0.28,0,0.28,15.36,3.68,7.09,3.29,3.74,1.6,0,0.29,0.14,0.24,0,0.29,1.49,1.22,0.98,0.96,1.08,1.29,1547,25,1481,70,35.31,5.42,16.18,6.26,12,5.38,4.27,4.2,10.21,4.65
4747,6,37,920332,6037920332,Census Tract 9203.32,6037,"Census Tract 9203.32, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",21.6,80,2468,236,68920,11617,4.66,2.18,34.12,6.57,7.37,1.77,6.79,5.71,16.15,6.88,3.12,1.63,50.36,8.35,27.8,6.27,0.36,0.65,13.9,7.5,0.28,0.49,0,0.49,22.45,7.31,2.28,2.89,5.61,3.1,0,0.51,0.59,0.68,0.21,0.34,0.13,0.3,0,0.51,0,0.51,676,15,657,29,23.59,9.99,17.28,9.6,28.4,8.65,2.81,3.55,3.99,4.73
4748,6,37,910205,6037910205,Census Tract 9102.05,6037,"Census Tract 9102.05, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",21.7,78.7,1235,217,81375,42153,7.85,6.66,11.5,5.03,13.77,1.9,17.09,14.92,21.34,11.93,0,0.97,57.09,9.07,30.53,15.28,0,0.97,11.5,13.12,0.89,1.37,0,0.97,23.97,8.58,7.42,9.84,8.44,7.69,0,1.05,0,1.05,0,1.05,0,1.05,0,1.05,0,1.05,456,60,445,61,18.43,12.33,18.32,14.96,2.35,2.31,2.41,3.71,2.41,4.59
4749,6,65,44917,6065044917,Census Tract 449.17,6065,"Census Tract 449.17, Riverside County, CA",Riverside County,California,"Riverside County, California",10.2,93.3,4232,437,85781,19221,0,0.28,0.57,0.92,61.98,4.86,8.15,4.99,3.15,2.74,0,0.28,93.34,13.37,2.27,1.92,0,0.28,3.54,4.02,0.45,0.68,0,0.28,13.56,4.83,0.65,1.17,0.78,0.89,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,3638,190,2466,237,13.54,5.78,0,0.95,22.09,6.89,32.22,6.18,10.42,4.61
4750,6,65,44918,6065044918,Census Tract 449.18,6065,"Census Tract 449.18, Riverside County, CA",Riverside County,California,"Riverside County, California",12.3,90.8,2703,337,71481,24652,0,0.44,3.03,4.2,58.86,6.61,7.87,4.74,2.9,2.5,0,0.44,93.64,4.16,3.63,2.44,0.48,0.81,1.33,1.21,0,0.44,0,0.44,11.51,4.08,0,0.89,0.18,0.37,0,0.44,0,0.44,0,0.44,0,0.44,0,0.44,0,0.44,2847,109,1342,173,20.42,10.25,0,1.42,14.1,8.02,52.86,4.21,6.88,4.84
4751,6,65,44923,6065044923,Census Tract 449.23,6065,"Census Tract 449.23, Riverside County, CA",Riverside County,California,"Riverside County, California",23.7,73.7,3735,313,50884,21777,6.24,4.6,4.9,1.83,11.22,2.01,15.96,7.29,19.18,8.83,7.28,5.08,36.87,5.08,50.41,8.12,0.24,0.4,3,2.75,0,0.32,0,0.32,26.59,7.88,5.49,4.11,14.19,5.96,0,0.34,0,0.34,0,0.34,0,0.34,0,0.34,0,0.34,1212,40,1165,62,35.02,10.91,18.93,10.56,12.18,5.45,3.88,3.71,0,0.99
4752,6,65,44924,6065044924,Census Tract 449.24,6065,"Census Tract 449.24, Riverside County, CA",Riverside County,California,"Riverside County, California",24.1,76.1,4551,523,64207,6672,5.69,2.53,7.76,3.24,7.47,2.21,13.3,6.94,20.44,6.54,0.31,0.42,25.58,8.42,69.79,14.02,0,0.26,3.74,4,0,0.26,0,0.26,37.53,8.95,8.87,6.47,20.74,7.45,0.14,0.26,0,0.28,0,0.28,0.44,0.77,0.96,1.56,0,0.28,1281,50,1217,75,24.73,8.41,23.38,11.33,19.38,9.28,5,5.07,0.7,1.64
4753,6,65,44925,6065044925,Census Tract 449.25,6065,"Census Tract 449.25, Riverside County, CA",Riverside County,California,"Riverside County, California",23.5,82.7,3412,369,50446,8768,7.47,3.03,11.64,3.22,9.67,1.26,16.74,7.17,21.34,6.13,1.23,1.22,28.19,6.76,66.88,9.78,0,0.35,1.64,1.51,0,0.35,0.44,0.64,31.36,5.99,6.33,3.54,19.13,4.79,0,0.38,0,0.38,0,0.38,0,0.38,0.16,0.25,0,0.38,1046,62,980,72,17.04,6.31,29.89,13.49,7.89,3.52,6.31,4.67,1.43,2.58
4754,6,65,45118,6065045118,Census Tract 451.18,6065,"Census Tract 451.18, Riverside County, CA",Riverside County,California,"Riverside County, California",23.7,80.4,2773,478,32857,4596,5.99,3.3,14.75,9.14,18.57,2.46,29.79,16.61,12.57,5.91,1.73,2.18,52.65,13.84,31.66,11.02,0,0.43,11.9,11.58,0,0.43,0,0.43,30.26,8.56,6.69,5.65,13.04,5.17,0,0.46,1.5,1.55,0,0.46,0,0.46,3.95,5.91,0,0.46,1917,46,1136,154,53.52,11.66,31.05,17.21,19.33,11.73,40.74,7.29,10.59,4.95
4755,6,65,45122,6065045122,Census Tract 451.22,6065,"Census Tract 451.22, Riverside County, CA",Riverside County,California,"Riverside County, California",10.9,90.7,1460,202,68203,22294,0.34,0.68,2.4,1.33,55.14,7.68,6.23,3.53,6.48,3.41,1.3,1.5,95.14,2.26,1.03,0.95,0,0.82,1.44,2.05,0,0.82,0,0.82,10.27,4.79,3.37,3.07,0,0.82,0,0.82,0.82,1.44,0.21,0.48,0,0.82,0,0.82,0.82,1.3,1366,103,771,117,25.94,7.16,0.79,3.16,18.21,7.19,43.56,7.59,3.15,2.77
4756,6,65,45123,6065045123,Census Tract 451.23,6065,"Census Tract 451.23, Riverside County, CA",Riverside County,California,"Riverside County, California",15,90.2,2365,287,77708,16508,6.34,4.03,8.96,7.53,42.03,3.98,7.61,4.13,7.4,4.67,2.16,2.23,78.86,12.32,17.76,9.44,0,0.51,0.63,0.88,0,0.51,0,0.51,18.35,7.45,0.81,1.72,4.15,3.48,0,0.54,0,0.54,0.41,0.77,0,0.54,0,0.54,0.5,0.76,1807,115,1106,129,20.71,10.39,11.24,6.17,9.81,7.05,38.79,6.16,0.83,1.55
4757,6,85,501101,6085501101,Census Tract 5011.01,6085,"Census Tract 5011.01, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",26.4,79.1,4431,778,57292,21036,6.91,4.09,6.23,3.06,9.14,2.8,18.87,12.94,16.61,7.27,4.04,2.99,22.88,5.02,45.02,18.05,0,0.27,25.41,8.44,0,0.27,0,0.27,40.26,7.66,24.51,9.35,15.05,8.27,0,0.29,4.78,3.25,5.41,5.73,1.62,1.77,0.19,0.29,0,0.29,1817,94,1799,102,77.93,8.67,37.2,18.41,16.89,7.38,0.99,1.15,44.96,8.21
4758,6,85,503122,6085503122,Census Tract 5031.22,6085,"Census Tract 5031.22, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",27.4,79.1,2802,300,21953,2834,3.21,2.44,9.14,2.83,9.06,3.4,26.8,9.91,27.12,7.56,9.53,4.56,11.71,6.95,30.3,3.89,3.89,4.08,39.69,7.93,1.5,2.56,1.11,1.46,41.15,5.29,29.63,10.92,7.78,4.16,0,0.44,0.74,1.4,0,0.44,15.82,5.06,1.7,1.91,1.11,1.65,1199,66,1107,107,62.78,8.43,17.43,10.54,20.12,9.99,7.67,7.16,46.79,13.35
4759,6,85,503121,6085503121,Census Tract 5031.21,6085,"Census Tract 5031.21, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",29.1,79.5,4453,429,51364,15631,9.88,3.63,10.82,4.09,5.88,2.38,22.14,6.71,23.52,6.88,7.03,3.55,20.73,4.22,50.08,8,0,0.27,20.21,6,0,0.27,0.47,0.74,34,4.25,19.83,7.96,23.2,5.49,0,0.3,0.67,1.02,1.02,1.64,2.87,1.97,0.5,0.57,0,0.3,1571,44,1508,74,61.6,8.14,38.5,12.28,24.44,8.47,4.01,3.94,55.19,11.29
4760,6,85,502301,6085502301,Census Tract 5023.01,6085,"Census Tract 5023.01, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",20.2,76.9,3291,387,90032,22928,7.32,3.51,9.09,4.46,17.17,7.98,5.87,2.96,5.68,3.04,4.1,3.86,72.17,5.17,14.07,4.15,0,0.36,6.65,3.81,0,0.36,0,0.36,14.16,5.21,3.44,2.74,2.33,1.48,0,0.39,0.59,0.85,0,0.39,0,0.39,0,0.39,0,0.39,1377,66,1307,88,54.71,7.4,26.11,10.85,18.83,8.7,5.08,5.08,19.03,6.47
4761,6,85,503118,6085503118,Census Tract 5031.18,6085,"Census Tract 5031.18, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",29.7,76.8,5596,393,63685,3995,9.99,2.88,11.22,2.71,5.93,1.46,18.38,6.34,30.21,6.17,3.86,2.36,6.93,3.79,52.73,6.85,3,3.85,32.42,5.09,0,0.3,0.11,0.2,50.29,6.21,26.35,8.91,22.61,8.07,0.14,0.24,3.39,2.09,0.36,0.63,8.7,3.78,2.2,1.94,0,0.34,1746,37,1681,74,76.56,4.08,32.03,9.52,21.19,9.64,3.72,3.49,37.34,8.78
4762,6,65,44926,6065044926,Census Tract 449.26,6065,"Census Tract 449.26, Riverside County, CA",Riverside County,California,"Riverside County, California",27.4,81.2,5075,669,43241,8940,7.17,2.68,11.03,4.56,8.99,2.58,33.69,12.33,36.45,8.38,2.03,2.53,14.31,4.55,70.23,10.36,0,0.24,13.14,4.25,0,0.24,0,0.24,47.21,8.31,16.4,7.17,24.05,6.1,0,0.25,0.19,0.4,0.53,0.78,0,0.25,1.17,0.77,0,0.25,1572,64,1372,109,32.58,8.66,36.16,13.01,10.37,5.65,12.72,6.66,9.54,5.9
4763,6,65,44930,6065044930,Census Tract 449.30,6065,"Census Tract 449.30, Riverside County, CA",Riverside County,California,"Riverside County, California",23.6,82.3,2765,497,51042,13164,3.62,3.26,7.38,4.13,28.9,2.86,16.56,10.43,9.53,3.79,0,0.43,57.18,14.48,37.14,16.38,0,0.43,2.28,2.42,0,0.43,0,0.43,20.36,9.48,5.27,5.13,5.97,4.1,0,0.45,0,0.45,0,0.45,0.79,1.19,0,0.45,0,0.45,3016,147,1346,211,46.43,9.59,15.53,12.46,27.31,13.69,55.37,7.03,21.95,7.52
4764,6,65,45117,6065045117,Census Tract 451.17,6065,"Census Tract 451.17, Riverside County, CA",Riverside County,California,"Riverside County, California",21.2,80.4,4165,659,53811,11459,4.18,2.88,4.97,2.87,24.23,3.56,11.81,3.82,14.46,6.58,0.6,0.71,72.65,2.5,20.07,7.39,0,0.29,4.99,4.25,0,0.29,0,0.29,19.59,5.94,6.3,3.69,10.5,7.56,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,3024,94,2080,227,51.92,7.71,23.02,11.49,15.51,6.38,31.22,7.08,14.12,4.58
4765,6,65,45119,6065045119,Census Tract 451.19,6065,"Census Tract 451.19, Riverside County, CA",Riverside County,California,"Riverside County, California",21.6,82.8,2737,423,54802,9409,4.35,2.73,8.04,4.01,15.38,4.45,8.37,4.84,10.59,5.57,0.11,0.29,50.93,6.07,42.27,11.2,0,0.44,4.53,3.88,0,0.44,0.33,0.51,28.53,7.96,5.79,4.68,12.45,5.54,0,0.46,0.46,1.03,0.31,0.57,0,0.46,0,0.46,0.42,0.68,1373,50,1122,131,23.98,9.02,16.09,10.24,15.07,10.11,18.28,8.28,0,0.87
4766,6,65,45707,6065045707,Census Tract 457.07,6065,"Census Tract 457.07, Riverside County, CA",Riverside County,California,"Riverside County, California",29.2,71.7,6293,509,42393,3144,8.04,2.77,7.47,2.44,6.44,2.1,21.95,6.65,48.18,7.01,0,0.27,4.85,2.75,95.01,2.67,0,0.27,0,0.27,0,0.27,0.14,0.29,40.09,6.18,29.12,7.82,47.83,5.31,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,1612,77,1535,91,31.79,7.65,26.27,7.9,16.46,7.21,4.78,4.4,0,1.05
4767,6,37,405001,6037405001,Census Tract 4050.01,6037,"Census Tract 4050.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",25.9,79.1,6389,414,54258,7613,6.61,1.64,15.96,1.84,8.47,1.6,10.6,4.95,39.54,6.26,0.59,0.88,2.69,1.46,86.76,3.73,0,0.27,9.47,0.87,0,0.27,0,0.27,42.24,3.76,10.01,4.57,29.18,4.49,0,0.28,1.54,1.3,0,0.28,0,0.28,2.35,1.28,0,0.28,1369,48,1329,59,22.12,6.7,26.05,8.64,7.65,4.24,2.92,2.85,0.88,1.68
4768,6,37,405002,6037405002,Census Tract 4050.02,6037,"Census Tract 4050.02, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",27.8,82.2,3533,297,52175,16731,10.44,3.08,13.22,4.04,6.31,1.82,16.19,7.81,40.45,6.07,0,0.34,2.55,1.66,90.83,5.03,0.11,0.2,6.51,2.23,0,0.34,0,0.34,38.69,6.82,10.04,5,28.07,7.24,0,0.38,2.56,1.82,0,0.38,0.6,0.66,0.16,0.28,0,0.38,694,21,677,32,40.03,9.41,31.9,12.5,5.65,3.31,2.45,2.74,3.03,3.17
4769,6,37,405102,6037405102,Census Tract 4051.02,6037,"Census Tract 4051.02, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",27.8,77.1,4694,481,43036,9095,7.99,3.42,10.35,3.51,9.1,2.2,20.95,7.55,37.96,7.33,1.77,1.33,4.24,2.37,77.57,6.8,0,0.26,16.23,3.22,0,0.26,0,0.26,48.3,4.41,22.25,6.8,28.85,5.93,0,0.28,6.92,2.56,0,0.28,1.67,1.19,1.71,1.33,0,0.28,1382,49,1281,82,48.09,8.52,24.12,9.36,13.27,5.43,7.31,4.62,27.28,7.68
4770,6,37,405201,6037405201,Census Tract 4052.01,6037,"Census Tract 4052.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",28.2,75,5264,452,50197,14093,6.99,2.45,11.09,2.6,9.78,1.49,18.66,7.56,41,7.66,0.61,0.7,1.73,1.13,79.84,6.6,0.44,0.61,16.41,3.83,0.04,0.08,0,0.32,41.6,6.51,15.81,6.6,23.88,6.09,0,0.35,4.25,2.42,0,0.35,3.39,2.7,0.41,0.47,0,0.35,1373,42,1290,76,41.32,8.41,28.36,10.02,12.13,6.55,6.05,5.24,13.98,7.2
4771,6,37,405202,6037405202,Census Tract 4052.02,6037,"Census Tract 4052.02, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",27.9,76.8,5286,421,55848,7558,6.98,2.99,10.23,2.3,10.1,2.12,10.18,4.62,47.63,5.23,0.51,0.7,2.01,1.52,78.53,8.69,4.46,4.53,14.49,5.38,0,0.23,0,0.23,46.27,5.95,21.27,6.98,30.45,5.8,0,0.24,3.64,2.57,0,0.24,2.07,1.35,1.48,1.09,0,0.24,1273,36,1185,69,49.28,8.12,26.42,10.21,7,4.74,6.91,4.87,12.49,4.62
4772,6,37,405203,6037405203,Census Tract 4052.03,6037,"Census Tract 4052.03, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",25.1,81.1,3288,451,74107,12236,6.17,3.11,12.65,3.45,12.59,3.15,11.08,4.89,31.89,6.1,0.36,0.48,7.39,3.19,66.36,12.52,0,0.36,24.6,5.88,1.09,1.73,0,0.36,42.67,4.46,12.62,6.34,16.89,4.54,0,0.39,7.68,5.06,0.49,0.71,2.79,2.37,1.13,1.09,0,0.39,825,25,745,68,39.46,11.11,18.57,8.51,7.68,4.69,9.7,7.51,5.94,5.57
4773,6,85,502604,6085502604,Census Tract 5026.04,6085,"Census Tract 5026.04, Santa Clara County, CA",Santa Clara County,California,"Santa Clara County, California",27.1,71.3,4108,345,78606,16460,3.12,2.47,8.93,4.74,7.74,1.31,9.93,6.98,2.11,1.94,5.92,6.92,58.91,8.64,21.84,7.35,0,0.29,10.22,4.89,0,0.29,0,0.29,21.64,7.75,3.67,3.22,5.68,5.86,1.81,1.6,0.33,0.53,0,0.3,0,0.3,0,0.3,0,0.3,2186,76,2043,121,68.53,8.15,10.21,7.83,18.81,5.77,6.54,5.21,60.93,12.31
4774,6,37,408401,6037408401,Census Tract 4084.01,6037,"Census Tract 4084.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",24.7,79.4,4600,744,67941,15717,7.85,4.25,9.02,2.27,14,2.73,6.66,5.08,19.3,5.19,0.54,0.73,12.41,4.96,61.61,17.64,0,0.26,22.07,5.92,0.33,0.52,0,0.26,32.24,2.97,15.15,6.67,7.45,3.6,0,0.28,9.01,3.63,0.75,0.89,2.12,2.03,0.94,1.15,0,0.28,1269,26,1188,75,29.38,8.9,25.31,12.52,6.85,4.22,6.38,5.36,13.87,6.53
4775,6,37,408501,6037408501,Census Tract 4085.01,6037,"Census Tract 4085.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",26.4,80,3339,317,51250,9547,3.44,1.52,9.58,2.73,10.84,1.29,14.09,7.49,35.19,9.15,0.81,1.23,8.33,4.91,76.52,5.92,0.09,0.18,13.63,3.89,0,0.36,0,0.36,35.01,5.9,19.78,6.6,21.81,6.89,0,0.37,7.97,3.02,0.87,1.05,0.25,0.4,0,0.37,0,0.37,843,21,809,41,38.2,8.56,21.06,8.33,2.26,1.98,4.03,4.03,10.32,3.91
4776,6,37,431800,6037431800,Census Tract 4318,6037,"Census Tract 4318, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",20.4,81,6121,465,61518,4955,2.4,1.52,10.16,3.01,15.23,2.9,16.43,5.76,16.2,4.94,4.3,5.1,19.28,4.75,21.29,4.75,0,0.28,47,3.97,0,0.28,0.57,0.91,49.58,6.86,17.83,5.08,4.22,2.44,0,0.28,21.53,3.72,0.87,0.87,0.42,0.7,0.12,0.23,0.39,0.64,2041,70,1912,109,36.92,6.24,9.51,5.91,11.85,4.73,6.32,4.65,16.17,5.21
4777,6,37,431900,6037431900,Census Tract 4319,6037,"Census Tract 4319, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",22.9,82,4307,459,53438,14397,3.34,1.61,7.06,1.65,17.39,2.47,12.03,4.72,13.91,3.94,0.21,0.35,17.53,3.76,30.16,11.83,0,0.28,51.27,7.62,0,0.28,0,0.28,57.07,6.55,21.25,6.67,7.85,3.76,0,0.29,28.73,6.44,0.17,0.26,2.09,2.1,0,0.29,0,0.29,1464,50,1346,95,52.97,7.1,9.24,5.86,8.14,3.74,8.06,5.94,4.37,3.21
4778,6,37,432000,6037432000,Census Tract 4320,6037,"Census Tract 4320, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",19.5,79.2,7853,474,61313,8442,4.48,1.99,5.9,1.86,20.23,2.65,5.36,3.19,10.52,4,0.2,0.22,22.02,4.08,12.78,3.79,0,0.22,62.12,4.37,0,0.22,0.09,0.2,49.11,3.36,21.62,5.82,1.77,1.24,0,0.23,29.7,4.58,0.84,1.11,1.03,1.04,0,0.23,0.11,0.17,2707,107,2623,126,26.27,5.54,19.18,6.58,10.6,5.01,3.1,3.17,3.73,1.99
4779,6,37,432101,6037432101,Census Tract 4321.01,6037,"Census Tract 4321.01, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",20.3,83.1,4279,364,79896,19128,8.06,3.39,7.15,1.67,14.7,1.39,8.04,5.64,19.14,5.44,0.7,1.07,20.78,4.43,23.07,6.02,0,0.28,55.34,2.78,0,0.28,0,0.28,47.42,3.59,20.56,5.46,4.68,3.18,0,0.31,22.93,4.66,0,0.31,4.7,2.51,0.79,0.76,0.51,0.76,1424,44,1328,73,22.06,6.67,23.25,7.81,3.98,2.52,6.74,4.77,2.6,1.82
4780,6,37,432102,6037432102,Census Tract 4321.02,6037,"Census Tract 4321.02, Los Angeles County, CA",Los Angeles County,California,"Los Angeles County, California",19.9,85.5,5420,290,70361,11301,5.76,1.67,6.38,1.49,16.48,2.11,10.3,3.7,11.44,3.44,0.11,0.2,21.44,3.04,19,3.59,0,0.31,57.69,3.84,0,0.31,0,0.31,40,3.14,18.55,4.79,2.88,1.73,0,0.33,23.92,3.63,0.94,0.78,1.17,0.92,1.37,1.56,0.22,0.31,1769,66,1639,83,23.25,5.8,19.52,6.1,5.91,2.35,7.35,3.78,3.9,2.6
